comment,likes,dislikes,
"밤: 야 ㅋㅋㅋ 나한테 주술을 건다는데?
힘: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
붉은바리: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋ",15814,144,작품내용
제발 전투씬 확대 안하면 안되나..? 오히려 알아보기 더 힘들어졌음..,13610,976,비판
"전투그림체 대신 배경과 몽환적인분위기로 살린 몰입력과
탑의 냉정한 현실,라헬의 반전모습을 보인 1부

수체화 감성 그림체, 몰입력 인물 감정묘사 모두 미쳐버린 2부

모든것이 그냥 돌아버린거같은 3부",10816,372,비판
"시유작가는 그림에 너무욕심이많은사람임
본인도 본인손목에 무리가있다는걸 알면서도
그냥 본인이시작한거 끝까지 계속그리고싶은거임

그러다보니 벅차지고 힘들어지니 전투씬에선 그림이 확대되고 알아볼수없는그림이 탄생하며
3부 휴재전과는 이질적인 그림체가 되어버린거

뭐라 말은못하겠는데 더이상 무리하지않으시는걸 권해드리고싶네요",7814,404,비판
"작가님 블로그 보면 댓글들이 말해준 문제점을 알고 고치려한다고 써있음.. 바로 한번에 고쳐지는건 무리일테지만 그래도 조금씩 조금씩 개선되고 있는거 봐서 나는 예전에 알던 , 내가 애정했던 신의탑이 돌아올것이라고 믿고싶다..",5744,127,칭찬
"안녕하세요 작가님 항상 재밌게 보고있는 독자입니다
신의탑을 거의 7년 정도 보고있는데 요즈음 아쉬운 부분을 뽑자면 큰 기술을 너무 확대해 난잡해보이는것 같습니다
과거 에반켈의 고대종을 표현하실 때 처럼 3인칭으로 큰기술을 한눈에 볼 수 있도록 하면 좀 더 괜찮지 않을까요?",5590,169,비판
아센시오 등장 저번주랑 같을거면 뭐하러 넣었지?,3195,249,작품내용
화이트 맨날 먹을 생각만 하네.... 아리에 가문은 애들 밥도 안 챙겨주냐,1961,55,작품내용
"너네 전투내용 알아보겠냐??
ㅈㄴ 의미없는 스크롤만 내리고 있다. 내용이 안담겨있자나
그리고 지금 전투씬도 이 모양인데 캣타워 탈출해서는 만화 전투씬 알아보겠너 쿠쿵 쾅 이러다가 종결하겠네 ㅡㅡ",1649,159,비판
화이트 흡수되고 비센트 다시 나왔으면 좋겠다,1551,83,비판
여기서 제일큰 문제는 밤이 아무리 강해져도 전혀 멋있지가 않다는것.,1312,74,작품내용
나여기 불꽃놀이보러온건가 먼가 ㅈㄴ쾅쾅터지고 화려하긴한데 뭘어케터지는진모르겠고 걍 보고있다 진짜 여로모로그냥,1254,83,비판
"이정도의 비판 비난을 받고 상처입을정도면

김성모는 진작에뒤졌다",1226,121,비판
"내가 관성에 의해서 쿠키를 굽긴굽고 있다만...
거 시우형 너무한거 아니오? ㅋㅋ",1059,126,비판
솔직히 싸우는동안 뭐가 뭔지 모르겠음,737,41,비판
