comment,likes,dislikes,
"성시우 중거리 왜 지금차냐고 하는 애들은 만화 제대로 본거 맞냐?
저렇게 원맨쇼 하면 자기가 계속 팀플레이와 기본기를 고집한 이유가 사라짐 또한 허영재의 개인플레이를 지적하고
이번 기회를 통해 화려한 기술보다 패스의 중요성과 팀웍을 알려주려는건데 성시우가 원맨쇼하고 다 해처먹으면 허영재랑 다를게 없어져서 그러는 거임",16430,64,작품내용
근데 성시우 진짜 선수 은퇴하면 감독해도 될듯ㅋㅋ 지능이랑 판단력 지리네ㅋㅋㅋ,10569,40,작품내용
패스 안해서 영재네 팀 무너질거 각 나오네,6461,35,작품내용
그냥... 혼자서도 조질수 있는거였네? ㅋㅋㅋㅋ,5185,33,작품내용
"저 솔직히 이 웹툰 싫어요 .. 이제또 일주일 기다려야하는데

어떡하죠?",2580,49,칭찬
와 ㅋㅋㅋㅋㅋ저런 킥력 어디서 구하누,2139,20,작품내용
뭔가 성시우팀은 결국 지는데 허영재랑같은 팀 애들은 허영재 갠플 싫어서 성시우한테 갈아탈듯...,1550,32,작품내용
영재 패스안해? 영재팀버려? 영재는개인주의야,1395,22,작품내용
진짜 표현 개오지네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,854,1,칭찬
다모르겠고성시우너무귀여움........,787,22,작품내용
와 작화 개오지네여 작가님 ㄷㄷ,633,12,칭찬
베댓님 동감입니다... 제가 유일하게 쿠키 질러서 보는 웹툰이 이거예요... 수험생이 이러고 있어도 되는 걸까요...? 당연히 안 되겠죠 휴,504,13,칭찬
"축구는 빌드업,농구는 가비지타임",129,2,칭찬
"뭐야 영재 거품이네
우리나라에서 양발 안되면 나가린뎈ㅋㅋㅋㅋㅋ",69,0,작품내용
