comment,likes,dislikes,
나중엔 자하드랑 열쇠 두고 홀짝 게임 하겠노 ㅋㅋㅋ,5304,118,비판
아니 그니까 ㅋㅋㅋㅋ 도대체ㅋㅋㅋㅋ 왜 가주의 존재가 말로 구워삶을 수 있게 되었냐고 ㅋㅋㅋㅋㅋㅋㅋ 에드안이 본인 무기 시동하면 탑 반은 뚫는다면서요.. 구스트앙이랑 트로이메라이는 왜 탑.. 절반도 아니고 그 층도 멀쩡한건데요.. 선별인원 랭커는 왜 살아있는데요.. ㅋㅋㅋㅋㅋ ㅎ ㅏ .. ㅋ 내 20 대를 함께한 웹툰이 이렇게 까지 ㅠㅠ,4961,196,비판
바이든이랑 시진핑이랑 세계 대전 일어났을때 갑자기 모두의마블 꺼내는소리하네,4588,75,비판
"오늘부터 신의탑 안봅니다
내가17살때부터본 13년된 독자인데. 정말 2부까지만 해도 신의탑 재밌었습니다.
다른 웹툰은 쿠키로 미리본적이 없습니다.
그런데 '신의 탑' 하나만큼은 처음으로 결제해서
12년간 오늘까지 보았습니다. 그만큼 제가 가장 좋아하고 애정하는 웹툰이었습니다.
그런데 이젠 더이상 볼 필요가 없는것 같습니다
웹툰보는데 짜증나고 이해안가고 어렵고
무엇보다 '재미'의 요소가 많이 떨어집니다
더 이상 이런 웹툰에 시간낭비 하지말고
떠납니다.
오늘까지 정말 재밌게 보았습니다
SIU작가님.
솔직히 작가님도 이 웹툰에 애정이 많이 떨어지신게
본인도 아실거라고 생각합니다.
독자들 입장 생각 한번이라도 해보신다면 이렇게
연재를 안하셔야 할것 같습니다.
우리 신의탑 독자분들 댓글들 보면 정말 공감가는 글들이 많습니다. 작가님도 댓글 충분히 보실텐데
이런식으로 연재하시는거면 작가를 직업으로 하시는게 아니라 연습,취미정도로 하시는것같습니다.
우울한 마음에 술 한잔하고 잠들겠습니다",3805,346,비판
그래서 자하드가 보드게임카페 사장인거야?,2742,40,비판
"{신의탑마지막화}
[죽음의구슬치기3]
자하드 : 제발!구슬아. 들어가라~ 톡.톡.
밤 : 앗! 안돼!",1642,29,비판
이제 또 이 게임으로 한 3년 가겠네 하..,1165,36,비판
"가주가 뜬금없이 왜 게임을 하냐고 욕을 먹으니깐 엔키두와 지파장을 인질로 삼아서 판때기에 앉힌다는 그림인데요. 어이없어서 웃을 수 밖에 없어요. 엔키두는 말하자면 가주의 (안 좋은 기억) 쓰래기통이고 그동안 찾지도 않던 물건입니다. 지파장들은 그간 설정에 따르면 가주에겐 ""미물""들이잖아요. 쓰래기통하고 미물을 인질로 잡고 다른 미물이 나타나서 ""이들을 구하고 싶으면 순순히 게임에 응해라""하는데 가주가 덥썩 오케이를 해버리는 게 말이 되나요? 그리고 구스트앙의 동의가 있었다고 해서 로포비아 가주가 그 판때기에 앉아야 할 의무가 있는 건 아니죠. 구스트앙의 동의는 일종의 제안일 뿐. 제안이 내키지 않으면 거절하고 당초 합의된대로 진행하자고 요구할 권리가 동등한 상대방인 로포비아 가주에게 있습니다. 받아들일 이유자체가 빈약한데 구스트앙이 동의했다는 이유로 트로이메라이도 덥썩 받아들인다? 억지스러운 인질극과 구스트앙의 동의라는 장치를 쓰긴 했지만 어색한 전개인 건 매한가지입니다.",1141,43,비판
가주 게임보다 2인자들끼리 군대걸고 싸우는게 더 재밌겠노,971,27,비판
"작가님이 작품에 대한 애정이 떠나신듯..

저번에는 프루스트였는데 이번에는 루스트
프루스트 처음 등장때는 새마냥 부리가있었는데 지금은 염소
야마 형 날개 색 바뀜
야마 의태 색깔 바뀜
도원 눈색깔 바뀜
월하익속 날개 최대 7익 저번에는 8익으로 그림

원래 설정에 있던거랑 그림이 나올때마다 바뀌는거보면 진짜어시스트가 그리는건가요??",950,23,비판
진짜 습관적 쿠키 사용이 무섭구나... 왜 자꾸 보게 되는거지? 스토리 진전 1도 없는데,887,60,비판
신의탑 초반부에 유리자하드랑 십이수 첫 조우했을때 십이수가 유리자하드의 중압감 때문에 온 몸이 부서질꺼 같다 했는데 정작 지금은 ㅈ별인원들이 가주랑 조우해도 멀쩡히 말대꾸? 하고있음,721,19,비판
무슨 연재를 20년 30년할거냐? 아직까지 가주들 정체도 다 안나오고 너무한거 아니여? 적당히해라 진짜 스토리작가 쳐돌아가지고 어휴 ㅡㅡ,649,35,비판
"지파장들을 체스 말로 사용하는데 큰 의미가 있는 거 같네요. 기린이 지난번 로바돈에게 트로이메라이는 진정한 아버지가 아니라 한 것도 그렇고, 이번 파트 내내 트로이메라이는 본인의 자식들을 아무것도 아닌 미물이라고 생각하며 정을 생각치 않는 모습, 그리고 트로이메라이가 과거 정을 가졌던 관련된 무언가를 죽인 엔키두의 등장, 그 기억을 버리기 위해 이용한 리바이어던의 등장 등을 봤을 때 가주들이 버린 감정인 ""정"" 또는 ""사랑""이 핵심 주제 같습니다. 그렇기에 차후 스토리에서 자기 자식들(지파장 및 기린)에게 버려지며 비참해지게 되는 트로이메라이 or 기억을 되찾으며 자기 자식들에게 처음으로 ""정""이란 감정을 가지며 새롭게 변화되는 트로이메라이의 모습이 보여지고, 속죄의 마음을 가지며 밤의 아군이 되지 않을까 싶네요.",781,169,작품내용
미물들이 가주 상대로 저렇게 설치는데 트로이메라이는 진짜 천사다....,395,9,작품내용
