comment,likes,dislikes,
과거편 겁나 재밌으면 개추 ㅋㅋㅋ,6632,70,칭찬
"다른 이들에겐 그저 탑의 쳐다볼 수 없는 가주이나, 이들도 한때는 그저 철없는 여행가였음을, 위엄없는 이들만의 모습을 보는게 재밌다",3301,25,작품내용
"연 가주가 아므즈가 퍼그로 간다는데도 계속 이해해 주고 있는 것처럼 말하네? 진짜로 10가주랑 약간이나마 결이 다른 건가, 블로그 설정처럼?",2813,44,작품내용
분량 거의 2화분량이면 개추,2039,66,칭찬
"루슬렉은 아므즈를 데리러 온거같고
여기서 혼이랑 맞다이 까고나서
지금 얼굴의 흉터가 생긴거같네요",1926,39,작품내용
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 실연당해서 시무룩해있는데 가만히 안놔두는거 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 특히 쿤 에드안,1891,20,작품내용
"뜬금없는데 과거편 들어서 한국풍 모티브가 많아지니까 좋네
트로이메라이 한복부터 해태에 루슬렉이 날린 기둥 단청 디자인까지 기계덩어리나 현대복장보다 훨씬 예쁨",1461,27,칭찬
"키 포인트
1. 저때 루슬렉 얼굴은 흉터 없었고 트메 역시 마스크를 안 쓰고 있었음
2. 그 날이라 설명되는 시점이 승탑 중단을 선언한 날이랑 저 파티에 의해 분열된 날 두 가지인듯
3. 가주들이 트메 위로해줄때 왠 눈알 여러개 박힌 괴물이 자연스럽게 꼽사리 껴있는거 보면 각 가주별로 승탑 과정 중 함께한 탑 내부 동료가 있는듯? (V는 루슬렉, 트메는 아미즈, ??는 저 눈알괴물)",1063,22,작품내용
또라이메라이 ㅈㄴ 귀엽네,1004,17,작품내용
아즈무 떠나려는 걸 엔키두가 막다가 그 몸 차지했는데 그걸 트로이메라이가 알아차려서 배신당했다고 한것 같은데,645,38,작품내용
"엔키두는 10가주와 함께하고싶어서 아즈무의 몸을 빼앗아 10가주들을 속이고 트로이메라이 곁에 남아있으려고 했고, 그 과정에서 아즈무몸을 차지했지만 트로이메라이가 눈치를 채고 엔키두를 봉인함. 아마 전에 나왔던 덩쿨쪽에 가둠. 그리고 더 이상 여자의 몸을 빼앗지못하게 만들어서 지금설정이 수컷의 몸망 뺏을 수 있는 거인듯",621,29,작품내용
그레이스 미르치아 루슬렉이 아닌 그냥 미르치아 루슬렉이네. 눈도 똑같고. 지금 루슬렉은 그레이스의 일부와 융합해서 10가주와 거의 대등한 존재가 된 거 같네요,516,54,작품내용
미르치아 루슬렉으로 이름이 나온거 보면 나중에 아를렌 그레이스랑 엮이는 중요한 일이 있을것 같네요.. 얼굴도 그렇고,433,15,작품내용
미르치아는 과거가 더 낫다,365,18,작품내용
가주몸 뺏으려다가 실패해서 오히려 가주들끼리 사이 안좋아진거 같은데,319,35,작품내용
