comment,likes,dislikes,
"솔직히 이번화 재밌는데

이게 진도가 안나가는 거라고..?
떡밥이 몇개가 풀렸는데 지금;;;
지금 로 포 비아 가문이랑 포 비 더 가문이랑 싸움을 예고한건데?

슬슬 전쟁에서 파벌을 확실하게 나누고 있고,
로 포 비아 가문에 대적할 세력이 지금 마땅치 않았는데
이제 확실하게 세력도 정해졌으니 진도 나간거지

야마 아버지도 결국 누가 죽였는지 확실히 나왔고,
야스라차가 죽인게 아니며 지금 야스라차는 야마를 살릴
목적으로 오히려 오지 말라고 했던 부분,
그리고 야스라차 조차 모르게 움직인 걸로 봐서 지금
군단장들 조차 한명씩 버림 받고 있다는 점에서 스토리가 크게 진행됐다고 봐야지

작가님 댓글이랑 사람들한테 안휘둘렸으면 좋겠습니다.",14507,1072,논쟁
"야스라차는 역시...야마형제를 살리려는 의도였네요!!
어찌보면 나중에 야마형제 위험할때
야스라차가 대신죽고 야마네 아버지한테
미안한마음을 정리 할 수도 있을거같네요",5682,344,작품내용
"솔직히 설붕 이러는데 지금 신탑설정 운운해봐야 어쩔수없음

애초에 화이트랑 밤이랑 몇번달라붙었냐
설정대로라면 밤이 화이트몸에 닿은순간 분열됐어야됨
근데 그러지않았지

애초에 설붕이 무의식적으로 너무많이 일어나버려서
회수하기엔 이미늦었음 남은떡밥이라도 제대로 회수했으면",3204,522,논쟁
그래도 이번 화 좀 중요했던거 같은데 포비더 가문이랑 로포비아 가문이랑 전쟁한다는건 ㄹㅇ 꿈에도 몰랐는데,2751,91,작품내용
"가주나온다고해도 긴장이안됨 게임할것같아서

좀 참신한게임해줬으면",2767,322,비판
쿤 뒤봐주는 위험한 사람이란게 누굴까요...? 아센시오가 위험하다고 하는 사람이면 ?,2043,58,작품내용
"""그런 말로만 덮으려고 하지마!!""
바로 다음 대사가 ""사부님...."" 사부를 걱정하는 마음과 동료를 걱정하는 마음들이 얽혀서 난잡하네요....

그리고 대화에서 느껴지는 밤이란 캐릭터의 정신연령이 낮아보이고 지능이 부족해보여서 아쉽네요",1868,107,비판
의리로 보긴하는데.. 예전처럼 설레이며 보고싶다,1638,165,비판
"주인공 지능이 거의 머저리급...

한숨만나온다

화이트 반죽여놓으니 이제야 스승이눈에들어옴
이런 분조장이니 라헬이 당연히 안도망갈까",1554,104,비판
"ㅋㅋㅋ그리고보니 거의 지옥열차하면서 자하드 공주예비번호 1번급인줄 알았던 카이져를 무슨 풍둔주둥아리술 급으로 억지 떼써가면서 무리에 데리고 와놓고는ㅋㅋㅋ 호크니인지 뭔지랑 같이 지나가는 따까리1로 쓰고있네. 거의 실력으로는 현재 밤패밀리 2인자구만. 사람 그림체도 바껴서 그 카아져맞나 싶었다. 이렇게 양현석 보석함놀이 할려고, 이쁜 병풍 보석하나 장식용으로 달고다닐라고 한거면, 각층에 사연있었던 캐릭터들 억지로 끌고 올라오지마라. 그냥 그층에 밤일행에게 감화되서 정신차리고 좋은 기억 갖게 만들어서 그층에 냅뒀다가 후에, 밤이 후반부가서 진짜 다수의 도움이 필요할때 어벤저스 어셈블 하든가 하는 방식으로 극적일때 쨘 나타나게 하면 임펙트도 있고 캐릭터도 살릴 방법 많겠구만",1503,109,작품내용
밤 감정선이 폭망임.... 갑자기 흥분하고 갑자기 차분해지고;,1176,48,비판
지도 비올레 시절에 사람들 ㅈㄴ 죽이고 다녔으면서,1098,56,작품내용
근데 지금 전쟁중인거 맞긴하냐? ㅋㅋㅋㅋㅋㅋㅋㅋ,1022,54,비판
나 솔직히 진도나 전투씬이나 다 재밌게 잘봐왓는데 밤 전투능력만 키우지말고 두뇌플레이도 좀 키워줘요... 원래 본 목적이 하진성 구하는거였는데 화이트한테 말려서 눈돌아서 죽일생각만하고 비올레일땐 어느정도 냉정하게 할줄알았는데 밤이 된 순간 그런모습이 다 사라졌어.... 머릴써서 풀어가는게 아니라 하나에 눈돌면 목메는 모지리처럼 구는게 답답....,979,40,비판
"그리고 뭐 다금바린지 뭔지 그것도 빨강파랑 색깔별로 가지고 있고 의태고 나발이고 너무 쓸데없는 옵션들이 덕지덕지 붙어있음. 솔직히 가시가 뭔지도 아직도 제대로 모르는데 뭔 영혼들도 들어가있고 신원류인지 오브인지ㅋㅋ. 그래 뭐 쥔공 여러 커스터마이징할 수 있는 거많으면 좋지. 다만 그 옵션들이 주인공의 스타일과 맞아서 톱니바퀴같이 얽혀들어가서 짜임새있는 시너지가 나올때한정 해서다. 다른 만화들 봐도 추가된 한개 속성이 주인공의 기존 전투스타일과 이런면에서 플러스요인을 가지고, 저럴땐 다른 단점이 있어서 그걸 극복해나가고 조화시켜나가는 과정이 있어야 된다. 그래야 독자들이 그 어려움과 이점을 활용한 쾌감에 빠져들어서 새 특성을 자연스럽게 받아들이지. 뭐 밤이 가시를 얻으면 그거 가지고 화접공파술이랑 어떤 시너지효과가있는지, 그딴거 1도 없고 ㅈㄴ 덕지덕지 다 갖다붙여가지고 그냥 의태고 다금바리고 영혼들이고 다한데 버무리면 존나쎔 이러면 납득가나?",972,101,비판
