comment,likes,dislikes,
지렸네 ㅋㅋ 이제 드디어 말 그대로 탑의법칙을 무시하는 비선별인같이 보이네,23500,190,작품내용
"드디어 힘이 하나로 통일된 것 같네.

솔직히 그동안 검은 신수 왜 안쓰나 했는데
이제야 본인의 원래 힘으로 여태까지 배운 기술들
운용하면서 힘 키워나갈듯

선별인원 자하드랑 검은색 신수로 싸웠을 때 진짜 가슴 벅차고 감동이었는데 오랜만에 느껴본다..
이제 검은 신수를 위주로 전투씬을 펼치는게 앞으로 전투 스케일이나 지금 밤의 기술들 펼치는데 있어서 더 적합할듯.
애초에 밤 신수 속성이 검은색이니까.

전투씬은 솔직히 아쉽긴해서..
영화관에서 봐야할 화면을 핸드폰으로 보는 느낌?
에반켈이 쿼드라 오브 사용할 때 처럼 멀리서 보는 느낌으로 전투씬을 잡으면 지금의 전투씬에서 훨씬 많이 좋아질듯",10854,157,작품내용
"너가 선택한 신의 탑이다.
악으로 깡으로 버텨라
이러는 놈 또 있겠지",8281,435,논쟁
이 명장면을 2부그림체로보면 여한이없을거같네ㅜ,6491,291,작품내용
솔직히 쿤 쪽 상황 하나도 안궁금함 ㅋㅋ,5534,266,작품내용
"확실히 예전이랑 독자들수준 달라진게 눈에 보이네...
천천히 풀어나가면 별점테러 박고 그냥 쌔져서 다때려부수면
별점올라가고...",5426,574,논쟁
"신의 탑 세계관에서 시간을 되돌리는 건 엄청난 능력이라고 보면 됨
에반이 복구욕으로 무생물인 다리에 한하여 시간을 돌렸을때도 말도 안되는 아이템라 했는데
죽은 사람까지 살릴 수 있는 시간역행은 진짜 밤이 비선별인원임을 보여주는 것 같음..",4200,69,작품내용
"드디어 별점이 돌아왔구나.
분량은 적어젔지만 작가님 무리하다가 휴재하는 건 싫으니까.
지금 만족할게요.
검은 신수 너무 좋아. 밤의 이름대로 새까매",2767,167,작품내용
"1. 저번화 사단장 죽기직전, 시계 작동이 안돼서 이상했다함
2. 사단장 아리아의 시계가 사라짐

= 밤이 아리아의 되돌리는 시계능력을 흡수한듯",2454,94,작품내용
"이게 엔류가 뿌린 가시때문인듯.
엔류가 등장했을때의 묘사들 중에 신수를 통해 생명을 창조하는 것도 가능하다고 했으니 가시를 통해 엔류가 가진 능력들이 계승되는게 맞는듯. 죽은 자를 시간을 돌려 살린다? 저정도면 사실상 관리자가 나서야하는 상황아닌가?",1977,57,작품내용
"안녕하세요, 네이버웹툰입니다.

요일별 연재작품의 수가 꾸준히 증가하면서 23시 전후 회차별 업데이트에 많은 시간이 소요되고 있는만큼,
새로운 에피소드를 기다려주시는 독자님들을 위해 요일별 웹툰의 유무료 신규 회차 업데이트 시간이
9월 1일(수요웹툰)부터 아래와 같이 조정 운영되는 점 안내드립니다.

* 요일별 연재작 신규 회차 업데이트 기준 시간
- 당일 오픈작품 : 22시
- 최근 오픈한 신작 : 22시 30분
- 일반 연재작품 : 22시 50분부터 순차적으로 오픈

앞으로도 네이버웹툰 연재작품에 많은 관심과 응원 부탁 드리겠습니다.
감사합니다.

네이버웹툰 드림",1527,138,관련없음
"밤 쌔졌다고 와아아아아앙 스케일 지린다아아앙
하면서 좋아하는 잼민이들있는데

정작 밤이 너무 쌔져서
당장 3부는 자하드의 공주 이야기라고 못박아놨는데

밤은 너무 쌔져서 당분간 못나올각임ㅋㅋ

왜?선별인원들이랑 밤이랑 싸움붙히면 0.1초컷나니까 ㅇㅇ
당장 화이트도 압도할각인데ㅇㅇ

그럼 선별인원들 싹 처내고 소수정예로만 가도 되는데
근데 작가님은 또 엑스트라들,하츠 이수,아미고,호량

이런 선별인원들까지 하나하나 다챙기면서 쌔지게할탠데
그럼 당분간 ""밤없고 화이트없는 선별인원들의 우당당탕탕 승급시험 일기""이런거 봐야한다고",1423,94,논쟁
별점 돌아왔네,1196,33,작품내용
그러니까 지금 밤이 쎄져서 곱창났던 별점이 복구된거? 잼민이 투성이네,1039,48,논쟁
오늘은 좀 좋은 듯,909,163,칭찬
