comment,likes,dislikes,
이제야 좀 신의탑 보는거 같다 ㅠㅠ 신비롭고 몽환적인 느낌을 주는 탑..,3954,43,칭찬
"근데 에드안 성격 ㅈㄴ좋은데 ?
지 친구 집에 침입자있다니까 번개 내뿜으면서
자기 일마냥 달려가는데ㅋㅋ
여자만 밝힐뿐이지. 자기 사람들한테는 따뜻한 놈이네
에드안 마음에든다 ㅋㅋ",3677,39,작품내용
밤신수가 차다 뜬금없이 터지네 ㅋㅋ,3280,41,작품내용
"1. 지 집도 아닌데 진심인 에드안
2. 떠나는 친구 꼭 안아주는 연가주
3. 안만나준다니 쿨하게 안부만 전하는 아리에
4. 그냥 소심한 로포비아
가주들 진짜 멋지네요

5. 자하다 추하드",2835,22,작품내용
"아니 저때 루슬렉 너무 하찮은거 아니냐 ㅋㅋㅋㅋㅋ
잡히는 장면도 안보여주넼ㅋㅋㅋ",1913,20,작품내용
아리에혼 낭만있네,1547,15,작품내용
이 스토리 재밌어서 밤 보기 싫으면 개추ㅋㅋ,1353,55,작품내용
"이번화로 확실해짐 루슬렉의 과거 무력은 아리에혼은 커녕 오드아이 코브라 한테도 제압당할 수준이었고
이름에 그레이스가 붙고, 외형이 변하면서 강해진거같음 이때는 주술도 안쓰는 거 보니 확실한듯
자하드가 밤의 눈을 보고 아를렌의 아들이라는걸 단번에 알아차리는데 루슬렉 현시점 한쪽 눈이 밤과 비슷한것과 주술을 사용하는걸 보면 아를렌이 탑을 나가기 전 루슬렉에게 주술을 걸었든 신체 일부를 넘겨주었든 그로인해 우렉에게 잘 하면 이길수있다 라고 한 그 방법이 생겨나게 된듯
근데 그 사실을 랭킹 관리국이나 다른 자들이 알수없게(?) 루슬렉이 감추고 지냈기 때문에 FUG는 어차피 10가문에게 안되는 집단이다 라며 방심하게 만들었고 그 이유가 아를렌이 탑을 나가기 전 밤에대한 예언을 루슬렉에게 알려줌으로서 확실하게 잡을수 있는 상황이 오기까지 큰 마찰 없이 10가문을 피해다닌거같음",1086,22,작품내용
"자하드가 트로이메라이를 좋아하는이유가있음
둘이 ㅈㄴ 권위적이고 보수적임ㅋㅋ
한번 얻은 힘은 절대놓고싶어하지않고 자기들의 힘과 권력에 반하는 변화는 절대 인정하지않음 ㅋㅋ",1027,18,작품내용
"혼 생각보다 감성적이네...
10가주들은 너무 오래 살아서
싸패나 소패가 된 게 맞는거 같음",937,15,작품내용
"엔키두는 시키지도 않은 부탁을 자기 마음대로 했을거같음
트로이메라이는 엔키두때문에 아므즈를 잃었나보다 근데 엔키두는 친구를 위해서 당연하게 한거라 생각할거고 그걸 이해 못하는 트로이메라이 트로이메라이는 엔키두에게 그런부탁을 안했다면 아므즈가 지금이라도 살아있을텐데라는 죄책감에 시달리다 기억을 지운걸까",607,18,작품내용
힘 조절 힘들었던 우렉이면 개추ㅋㅋ,580,41,작품내용
연가주가 이제 우리보다 강한존재가 거의 남지 않았단거 보니 10가주급 으로 강한존재도 몇명 나올듵,550,24,작품내용
아직 V랑 아를렌 살아있는거보니 루슬렉 모습을한 엔키두가 아므즈 죽이고 아를렌쪽이 아므즈 죽였다 생각해서 본격적으로 아를렌쪽이랑 틀어지나,468,27,작품내용
난 다음화가 기대되는게 아를렌이랑 V 얘기 나오는거 보니 다음화에 그 둘 나올것같애..,445,25,작품내용
