comment,likes,dislikes,
나만 게임 설명 나오면 스크롤 내리냐,16082,3127,비판
"아니 근데 어째 하이랭커끼리의싸움이

공방전시절 아낙이랑 쿤란의싸움보다 못합니까?
그땐 정말 알아보기도쉬웠고 정말좋았는데....",7069,519,비판
"원래 신의탑 구조 자체가 층을 등반함 -> 층을 등반하기위해선 그 층의 게임을 깨야함 -> 게임을 깨면서 성장함이 기본틀이 맞는데
이건 어디까지나 '층을 오르기 위한' 특수한 상황인거고 탑이 등반자들에 대한 시련이자 시험인 것임.

근데 지금은 전쟁상황인데 왜 갑자기 게임이 나오지?..
자하드군이 FUG한테 시험이자 시련인 게임을 제시한다?? FUG가 탑 등반하려고 자하드군 찾아간건가요? 스승 구하기 위해 자하드군 다 때려부순다고 기세좋게 찾아간 것 아닌가요?..

아무리 생각해도 전쟁하러와서 게임하고 자빠져있는게 뭐하는 시츄에이션인지 전혀 이해가 안가요.",6564,549,비판
"근데 이게 전쟁인가? 걍 시험같은데....

전쟁은좀 알아볼수없이 피터지고 그런거아닌가...
먼 칸이동하고 이게 전쟁이에요? 아닌거같은데",4654,509,작품내용
"군단장급 싸움에 무려 c급이신 선별인원들이 끼다보니 억지 밸런스를 맞추려 항상 이런 게임을 넣는거임.
밸런스만 잘 잡았어도 저딴게임 없이 충분히 스토리 이어 나갈 수 있었다고 봄.
연재한지가 몇년인데 군단장급 싸움에 아직도 선별인원; 이번 시즌 끝나면 다 랭커로 만들던지, 정리하던지 둘 중 하나는 해야 예전처럼의 박진감이 나올듯.

결론: 밸런스 부터 잡아라",4351,253,비판
마지막대결 : 자하드씨 우리게임합시다 여기 윷가지고왔어요 이기는사람이 한대씩때립시다,3683,180,작품내용
"지금 룰설명 비판하면 글을 못 읽는다느니 잼민이라고 하는데 룰설명에 대해서 비판하는 이유는 전개상 분명히 큰 전쟁이 일어나고 있는데 그 심각성을 희석시켜서 몰입을 떨어트리기 때문에 비판 받는 것이라고 생각합니다

만약 지금이 전쟁이 아니라 선별위원 시험파트였다면 오히려 참신한 게임과 룰은 호평 받았겠지만 지금은 작중에서 고대 이후로 일어난 가장 큰 전쟁이기 때문에 여러 독자들이 비판적으로 보는 것 같습니다.",3322,202,논쟁
"작가님 몇년째 쿠키굽고있는 팬 입장에서 요즘 극심히 느껴지는 문제점 몇가지만 나열하겠습니다.

1. 밸런스
랭커들의 위상이 밤이 쌔짐과 동시에 너무 떨어진듯한 느낌입니다.
그래도 랭커들은 탑의 꼭대기까지 찍은 초 앨리트들인데 선별인원인 이수,하츠 이런애들이 설치니 랭커들이 너무 너프를 먹는것 같습니다.

2. 등장인물들
엑스트라들의 비중이 너무 많습니다.
스토리가 밤위주로 빠르게 진행되었음 좋겠는데 계속 엑스트라들을 등장시키니 몰입이 잘 안됩니다.
전쟁중이니 인물들이 많이 나오는건 이해가 되지만, 그 인물들 하나하나가 거의 한 회를 다 차지하니 흥미가 급격히 떨어집니다.

3. 전투씬
지금은 랭커들의 전투니까 선별인원들의 전투씬처럼 세밀하고 자세히 그릴순 없다고 하더라도 예전 우렉-붉은바리, 유리-카라카의 전투씬은 정말 재밌었는데 말이죠. 이 문제는 2번의 문제점에서 약간 파생되는 것 같습니다.

이번화도 보면 분량도 그렇고 게임설정하신것도 그렇고 고생하셨을텐데,,,;;",2639,166,비판
하이랭커의 묵직함이 안느껴져서 아쉬움...세계관상 몇천년을 살아오고나 그것보다도 오래 살면서 수많은 사람을 죽이고 사랑하는 사람들의 희생을 보며 탑의 정점에 선 인물들인데 하나같이 성격이 유치하고 선별인원들 정신연령이랑 비슷해보임,2380,89,비판
"어벤져스 어셈블했는데 갑자기 게임하면 재밌겠냐고
자기 모든걸 가지고 싸워야지",1848,116,작품내용
