comment,likes,dislikes,
이런식으로 만들면 나중에 자하드랑 어떻게 싸울지도 뻔함 일단 척?척?거리면서 자하드랑 밤 등장 그리고 대화하다가 밤이 자하드씨?!! 저는 당신씨를 용서할 수 없습니다?!! 이러고 싸우는데 밤은 오지게 흡수해서 겁나 쎄진 상태임 자하드가 싸우는도중 밤 전투력 보고 속으로 놀람 중간에 선별인원들 전투에 끼어듬 연출은 쩌리들이 전투하는거 같은데 주변애들은 대단하다고 빨아줌 그리고 계속 싸우는데 중간마다 콰과과광! 슈우우웅?! 이런 열받게 하는 효과음은 여전함 효과음으로 여전함 어설픈 나레이션도 나옴 그러다가 자하드가 노란색 기술로 밤 압도하기 시작함 밤은 밀리다가 남의 기술 파쿠리한 기술 가져다 지 오리지널 기술이라면서 반격 그런데 쓸데없이 확대해서 뭔 기술인지 보이지도 않음 자하드 쓰러짐 어떻게 맞았는지도 모르겠는데 어쨌든 신수포 지나가니까 쓰러져 있음 마지막에 밤이 자하드 흡수하려는데 자하드가 도망침 그러다가 발 헛디뎌서 떨어지는데 밤이 뒤에서 잘가쉽쇼 훠훠 하면서 전투 종료,13701,3104,비판
라크 하고싶은거 다해~,8130,167,작품내용
라크 고대종이 고대창 들고다니는거 웅장하다..,7067,156,작품내용
적당히 끌어야지ㅋㅋㅋ 지난주까지만 해도 팔만 휘둘러서 화이트 압도해놓고 일주일만에 랭커도 아닌 선별인원들 도움 받아서 잡는다는게 말이 되냐ㅋㅋ 진짜 노답이네,5693,833,비판
"요즘 신의탑보는이유가 예전에는 재밌어서 기대되서였다면

이번에는 여론이어떨까 댓글반응이 욕일까? 궁금해서 들어옴
요새는 70% 욕, 20% 쉴드, 10% 중립인듯

어쩌다 여론이 이지경까지 망가졌을까 씁쓸합니다",3982,285,비판
"밤이 화이트 칼에 찔려있는 장면은
누가 어떻게 된건지 설명 안해주면
그냥 밤이 당하고 있는 것처럼 보이는데
쿤은 어떻게 아무런 의심없이 바로 보자마자
어?? 뭐지? 재네 서로 힘뺏으려고 그러는거 같은데??
어떻게하면 이런 생각이 드는걸까요?
정말 뜬금없네 ㅋㅋㅋㅋㅋ",2991,126,비판
나머지멤버들 1인분 시키려고 숟가락 얹는느낌....흠...,2614,129,비판
다음화엔... 화이트 잡겠지...? 이젠 더이상 미룰 수 없다,2417,111,작품내용
이번화 너무 뜬금없지 않나요?,2178,207,비판
"이럴거면 2부 초반에 랭커와 선별인원의 차이를 왜그렇게 극심하게 묘사한거임..? 뮬러브가 툭친 점수가 선별인원의 수백배였는데, 슬레이어를 상대로 선별인원 몇명이 도와준다고...? ㅋㅋㅋㅋㅋㅋ 진짜 3부는 그냥 다지우고 처음부터 다시그리는게 나을거같음",2006,142,비판
"솔직히 밤 면상부터 갈아엎어야할듯...
2부 비올레랑 비교하면 참..

중국 교환학생입니까? 왜 다른애가됐어요?
머리스타일도 무슨 일본소녀같이잘라서 토시오보는거같네",1408,151,비판
"?????????????????????????
?????????????????????????
?????????????????????????
?????????????????????????
?????????????????????????
?????????????????????????
?????????????????????????
?????????????????????????
????????????????? 훠훠 시우씨
???????????????? 댓글분위기 조졌는데
??????????????????자장면한그릇생각없숴요????
?????????????????????????
?????????????????????????",1683,458,관련없음
뭔가허무하네,1222,128,비판
억지 전개가 너무 티나서 문제다. 쿤이 밤 필드에 도착하자마자 '어떻게 된건진 모르겠지만 서로 힘을 빼앗기위해 싸우고있군!' 이런 결론이 어떻게 나냐ㅋㅋㅋ 개연성 부여도 없이 그냥 상황판단을 시켜버리네ㅋㅋㅋ 쿤이 쥐를 잡게하려고 아센시오는 등장시켜야겠고 아센시오는 이동할 수단이 없으네 적도 쥐니까 된다고 하는건 너무 무리수인듯.,897,106,비판
