comment,likes,dislikes,
"화이트 절명한뒤로 뭔가 끌리는 매력적인캐릭터가 없는느낌...

조울증 말기 주인공에
아재드립 남발하는 악어
사람이 바뀐듯 완전 생각하는게 1부와 다른사람이된 쿤까지

2부의 다른주인공이라는 자왕난은 실종됐고
1부~2부 메인악역인 라헬은 구스트앙이랑 어디 소풍간지오래

슬레이어라는 야마는 아버지이름이 왕왕이질 않나ㅋㅋㅋ
암담한현실",11002,586,비판
"오늘은 내가 뭘 보는 건지도 모르겠고, 저번 화 복사컷도 전보다 많아졌네요.

오늘 나온 거라고는 레파브브의 '그 총알' 하나네요..",6854,315,비판
"아니 진도좀 나갑시다 지금 나눠진사이드만해도
야마
카라카.도원
하츠
하쳔희
라이볼릭
밤
그 금발 사단장
에반켈
칼라반
이런데 언제 진도 나가실껀데요?
진짜 작작좀 끄세요...",5247,521,비판
"오늘 결제한사람들 솔직히 로포비아가주보려고 온거아니냐 대부분 내용 재탕인데 ㅋ,,,",3556,200,비판
지겨워진다 점점,3111,262,비판
"제발좀 대사에 유행어나 개그좀 그만 쓰세요...
트랜드 따라가보려고 안달복달하는 아재보는 느낌입니다.",2931,347,비판
"코끼리:어이 일어나
에반켈:그래 이제 지옥을 보여주지",2257,126,작품내용
"이쯤되면 세계관만 제공해주고 스토리랑 그림은 다른 사람이 짜주는게 맞지 않나 싶다.
처음에 봤던 몽환적인 분위기의 신의탑은 사라진지 오래고 흔한 소년만화보다도 한참 못미치는 수준낮은 웹툰이 되어버림.
지금 진행중인 스토리가 뛰어난것도 아니고 그렇다고 작화가 넘사인것도 아님. 그나마 세계관 하나로 꾸역꾸역 버티는것 같은데 더이상은 매력적인 세계관만 자기손으로 망가뜨리는게 아닌가 싶음.",1997,96,비판
"오늘 무슨 내용이었더라?ㅋㅋㅋㅋㅋㅋㅋㅋ
화이트도 무슨 악어새끼가 투창한거에 보내시더니
초하랭이 뭐이리 쉽게당해요... 파워밸런스 너무망치시는거아닌가",1682,96,비판
"그냥 이만화의 최대문제점은 인기몰이하려고 각잡고 너무스케일을 키워놓아서다 능력이되면또몰라
신탑 설정상 층하나의크기가 유라시아대륙보다 넓고 자하드가 개방한 층만 134층에 이름 그 전부를 무대로한 전쟁을 벌여놨으니 솔직히 벅찬거임ㅋㅋㅋㅋ

그래서 캣타워에서 쥐잡기나하고있었지... 뭐 거기까진 눈감아준다치더라도 그거끝나니깐 뭐 나와서 싸우나했더니 또 어디에 들어가야된대ㅋㅋㅋㅋ

너무 스케일을 키우면안됐음 원피스의 오다작가도
정상전쟁을 마린포드라는 섬하나에서했던 이유가 있었지
컨트롤이 가능해야 뭔가가 되지 자기손에 벗어날만큼 스케일을키워놓으면 무슨일이되겠음?

가주도녹이는 용해액엔딩가는것도 그닥나쁜생각이아닌",1584,113,비판
아니 전체적으로 대사가 너무 저렴해졌음 가오가 안 산다는둥 참교육을 시켜주겠다는둥.. 오래 사신 분들이 이러시니까 친근감이 드네요!,1417,53,비판
"대사수준도 참.. 진짜 말이 안나온다
""적어도 가문의 하이랭커로서 당신의 가오는 지켜줬어야지""
이게 ""지파장 후보""라는 나름 고위급 인물이 할만한 대사로 보이나?
'가오' 이런 천박한대사는 전혀 저만한 인물들이 쓸만한 언어수준이 아님. 어디 중-고등학생들이나 쓸법한 단어지.
""적어도 가문의 하이랭커로서 당신의 체면은 지켜줬어야지""
가오라는 단어를 체면으로만 바꿔주었는데도 적어도 경박하단 느낌은 안듬
작가는 제발 정신차려야한다. 아무리 이 작품이 어린친구들을 겨냥한 작품이라고하지만 캐릭터가 지파장후보라는 나름 고위급인물이라면 그런 사람이 쓸만한단어를 써야지
괜히 어린애들 쓰는 은어 따라해보겠다고하다가 분위기만 망치잖아",1507,204,비판
아무렇지도 않은척 마무리멘트로 에반켈 고생한다고 큭큭대는거 정말 킹받네요 작가님.. 잘못한것도 모르고 눈치없이 킥킥대는 사람 한 명씩 꼭 있던데,1510,219,비판
믿음으로 보라고 신의탑인거죠?,1156,51,비판
넷플릭스에 신의탑애니 내리면안됨? 아무리 돈이좋다지만 그정도 퀄리티인데 세계인들이 가다가다 볼꺼란생각하니 신의탑이 세계적망신을당할것같아 우려스럽네요 시우작가님,792,136,비판
