comment,likes,dislikes,
아니 개꿀잼인데 왜케 다들 까는거임? 몇주전부터 계속 별점 낮던데 그럴꺼면 결제하지를 말던가 진짜 개역겹네,21101,4324,칭찬
"화이트 레이드 기여도
밤 : 80%
라크 : 19.999%
쿤 : 0.001%

보상
밤 : 화이트 힘 3분의 1
라크 : 화이트 힘 3분의 1
쿤 : 화이트 힘 3분의 1

???",13751,881,작품내용
와우 이렇게 쿤이랑 라크에게 힘을 줘서 밸런스를 맞추는구나..,10343,379,작품내용
"고대 하이랭커이자 퍼그 슬레이어 화이트
3명의 선별인원에게 쳐발리고 가르쳐준 제자의 뱃속에 잠들다.
(2021.10.1 )",8467,232,작품내용
"그래도 컴플레인 어느정도 반영하신게 느껴지네요
아직 전체적으로는 확대된 듯한 느낌이 있지만
중간중간에 전체적인 그림을 보여주시면서
독자들의 전투씬에 대한 이해도를 높이기 위해 노력하시는게
보여서 이번화는 저는 만족스러웠습니다",7384,435,칭찬
예전부터 느끼는건데 야스라차는 야마형제를 살리려고 애쓰는거같음 죽일수있는 기회가 몇번이나있어도 계속 케이지로 돌아가서 살으라고 하는것도그렇고 야마 아버지랑 그렇게 사이도 나쁘지않았던거같은데... 조카들 죽이기 싫은 삼촌같은 느임이랄까...,5498,116,작품내용
"2021년 10월 10일 결국 화이트코인 상장폐지...
고생했다 진짜로 ㅠㅠㅠ",4336,82,작품내용
"뭔 선별인원 3명이서 슬레이어를 잡어 ㅋㅋㅋㅋ 압도적으로 밤이 주도권 가지고 있던 상태에서, 쿤이랑 라크가 짤짤이만 넣어서 밤이 마무리 짓게 좀 도와준거지
이번에 화이트를 잡을 수 있었던건 걍 절대적으로 밤의 사기적인 능력 때문임",3742,189,작품내용
라크랑 쿤이 힘을 받는 설정이 약간 이해하긴 어렵네요 나중에 설명이 나오리라 믿습니다,2517,251,작품내용
이번화처럼 너무 확대 안하고 간간히 3인칭처럼 전체를 볼 수 있는장면 계속 있으면 좋겠다 피드백 점점 받아주시는거 같으니까 좀 기다려봐요,2075,136,작품내용
"이게 몇 화 만의 알벨다여.... 한동안 안나와서 완전히 삼켜졌나 했지만, 나머지 분신들은 화이트가 다 삼켜버렸어도 마지막 분신이었던 알벨다의 경우 화이트가 일방적으로 삼킨게 아닌 양쪽에서 동등한 조건으로 합쳐진거라 분신들 중에는 아직 유일하게 의식이 있고 그에 따라 화이트 안에 고스란히 남겨져 있네요",1617,76,작품내용
쿤 연 아리에 아그니스 ㅋㅋㅋㅋ,1548,55,작품내용
힘들게 수백년 걸쳐서 탑 오를 필요가 있습니까? 핵과금유저한테 쩔받으면 순식간인데ㅋ,1445,91,작품내용
화이트 흡수했으니까 이제 밤 내부에 식구 하나 더 늘어난거임?,1317,19,작품내용
"알벨다가 지옥열차에서 밤한테 영혼의 힘 줄때에는 랭커급이었는데도 밤이 힘을 흡수하다가 쇼크사할 수도 있었다고 말했음 근데 아무런 영혼 전달의 방식도 없이 라크, 쿤이 갑자기 최상위랭킹 화이트의 힘을 3등분해서 나눠가졌고 아무런 쇼크도 없이 받아들인건 명백한 설정오류투성인데 니들은 그냥 세지니까 좋냐? 대깨신들이 신의 탑 망치는 주범이야 진짜",1203,218,논쟁
