comment,likes,dislikes,
"진짜 끔찍한 거 알려줄까??

3부 시작한지 5년됐음
5년동안 진행된 내용이 이거임ㅋㅋㅋㅋ

쓰잘데기 없는 게임 빼고 본 스토리에 집중해도 한참 걸릴텐데 왜 자꾸 잔가지를 주렁주렁 추가하는지",2741,69,비판
"이젠 걍 관성적으로 결제해서, 무표정으로 스크롤 쓱쓱내리면서 빠르게 보고 치우게되네..",2279,93,비판
오늘 분량이랑 전개보니까 게임으로 1년 지나겠네,1350,45,비판
작가님이 뒤마가 쿤을 죽이려 한다는게 아니라 밤을 찾으려 했다는 걸 확실히 해주시는구나. 이갈로 저번 논란 없어뎠으면 좋겠네.,1398,326,작품내용
"작화 너무 좋네요..
다만 이젠 무슨내용인지 모르겠음.
10년넘게 보고있지만
탑 몇층인지도 모르겠고 아직 랭커도 아니고
이젠 가주 전투신을 봐도 유리 vs 카라카 전투처럼
놀라울것 같지도않음.",924,73,비판
"그냥 설정을 까먹거나 다른분이 연재하는게 아닌이상 믿을수 없는 상황이죠.

수천만 선별인원중 한두명만 랭커가 되고, 랭커 이전과 이후는 비교 자체가 불가할 정도의 실력차가 난다는 설정이 버젓이 있고, 그 중에서도 최상위 1% 만이 하이랭커로 불리는 데, 그 중에서도 100위권 이내로 추정되는 상위권 뒤마가 선별인원 두명이 뛰는걸 생포 못한다....

하진성도 선별인원 정도는 한발로 뜀뛰기를 해도 따라잡는다 했는데, 죽이지 못한다고 하더라도 하품하면서 팔다리 부러뜨릴 정도는 되어야 정상적인 연출이죠.

딱히 관리자가 제약을 걸었다는 설정도 없는거 같은데.... 이게임 시작하자마자 가주들이 신수제어로 게임장 내에 생물 전부 압박하고 시작해야 정상적인 연출인데도 도데체 이런 게임이 진행되는 이유도 모르겠습니다...",822,50,비판
"랭커 작중 설정
1. 가장 랭커를 빨리 단 사람은 우렉마지노 50년
탑 역사상 최단기 기록이며 선별인원 때부터 가주에게 인정 받아 층 하나를 양도 받음(지금 월하익송 본거지)
※이만큼 강한 우렉도 50년 걸린게 포인트
2. 야스라챠가 정상찍는데 300년
3. 그외 평범한 선별인원들은 300년 이상은 넘게걸림
붕괴된 설정
1. 지금 밤 일행 탑 들어온지 최소 5년 최대 10년으로 잡아도 지금 C등급임.
BA 찍고 탑 정상을 찍는다고 치면 위에서 봤듯이 우렉급 비선별인원 강자가 50년임. 그렇다고 야스라챠보다 쿤일행이 강하나? 아니다 그럼 최소 빨리 랭커 달아도 290년 남음.

2. 탑 처음 시작했을때 수백만명 중에서 랭커 하나가 탄생하는거임. 그런 자는 무력은 물론이오 지성까지도 일반인의 수준을 넘어섰다고 봐야함. 쿤도 밤 아니었으면 여러번 깨졌을 것인데 그런 쿤 조차도 상대가 안되는 놈들이 랭커를 찍는거. 근데 금 그런 선별인원 쿤에게 랭커는 기본이고 하이랭커 이고 가주까지?ㅈㅈ",599,29,작품내용
3부는 진짜 망했다. 쿤 라크 라는 존재가 걍 이젠 3부에 와선 독이 되버렸다. 어떻게든 인플레 맞춰보겠다고 기연이란 기연은 죄다 쑤셔넣었지만 신이탑 설정상 쿤 라크가 날고 기어도 하이랭커및 랭커들과 나란히 서있는거 자체가 설정붕괴고 거기서 쿤이 뭔가 할려고 행동에 나선순간 랭커들의 수준이 선별인원 따리로 낮아지면서 멍청해지고 위엄이 없어진다. 문제는 이게 가주한테까지 영향이 간다는거다. 3부를 차라리 라헬에 대한 철저한 복수같은 선별인원 수준에 맞는 스토리로 진행했으면 어땠을까 싶다. 아니면 쿤이랑 라크를 유기하고 카라카 유리 야마 고대영웅 같이 급이 맞는 애들이 메인 동료가 됐다면 어땠을까 싶다.,586,21,비판
"소갈비찜 레시피

재료물 적당량, 설탕 3큰술, 소갈비(찜용) 1.5kg, 양념(간장 7큰술, 맛술, 올리고당 3큰술씩, 설탕, 참기름 1큰술씩, 다진 마늘 2큰술, 배즙 양파즙 1포씩), 당근 ½개, 무 4개. 표고버섯 6개, 대파 2개, 쪽파 1개

만드는법

1볼에 소갈비가 잠길 정도로 물을 부어 설탕을 넣고 완전히 녹인 다음 소갈비를 넣고 30분간담가 핏물을 뺀다.

2 ①의 갈비는 냄비에 넣고 한 번 끓인다.

3 볼에 분량의 양념을 넣고 섞는다.

4 당근과 무는 3~4cm 크기로 깍둑썰고, 표고버섯은 밑동을 제거한다. 대파는 5cm 길이로 자르고 쪽파는 다진다.

5 전기 압력솥에 ②의 갈비, ④의 채소를 모두 넣고 찜 모드로 40분간 조리한다.

6완성된 갈비찜을 그릇에 담고 다진 쪽파를 뿌려 완성한다.",632,70,관련없음
내용이 복잡한게 아니고 조잡스러움. 그래서 주내용도 없고 산으로 내용이 전개가 됨. 그리고 내용 전개가 게임 위주의 전개라 흥미를 떠나서 짜증남. 나중에 마지막화 에서 가위바위 삼세판으로 마무리 짓자,498,14,비판
