comment,likes,dislikes,
"싸움씬
누가 공격하고 누가 방어하고있는지
분간하기 어려워
그냥 싸우는갑다하고
스크롤만 내린사람 손",11042,93,비판
어쩌다가 가주급 전투가 커터칼이랑 슬라임의 싸움이 됐냐... 훨씬 아랫급인 유리랑 카라카 싸움이 훨씬 강렬해 보인다... 아니 트로이메라이가 처음 등장했을 때 자연재해라고 했으면서... 지금은 그냥 강한 캐릭터1 정도라서 참 안타깝네... 10프로 주먹 한 방에 지진해일 일으키던 우렉도 짱 빠른 근육맨 되버리고...ㅠㅠ,3118,81,비판
ㅎ 초인의시대 보고오니... 신의탑 퀄리티가 진짜 별로였단게 느껴지네... 전투씬도 그렇고.. ㅜㅠ 내가 십년동안 좋아하던 만화가 맞나싶네..,1848,90,비판
"안타깝다.
그냥 소설로 연재 했으면 좋겠다
결말이랑 설정의 끝은 궁금하긴 한데",1553,56,비판
가주한테 화내는데 가주가 사과하는게 맞음? 설정 오류 수준인데,1421,56,비판
"진도가 느려도 퀄이 좋으면 여론이 좋을텐데 지금 신의탑은..그냥 퀄리티가 너무 떨어진다.

전투도 너무 단조롭고 기술도 뭐가 뭔지 모르겠고 허구한 날 멀리서 에네르기파만 빵빵 쏴대고..애들 싸울 때 포즈도 어떻게 하나같이 다 똑같은지...육탄전 할 때마저도 때리는 게 아니라 주먹을 갖다대고 있는 것마냥 둔해보이고 타격감도 안 느껴진다.

또 이 웹툰이 망해가고 있는 가장 큰 이유는 캐릭터들 대사수준이 초딩수준이기 때문이다. 오늘 차의 패러디 대사, 진심으로 의도를 모르겠다. 보다가 민망해서 썩소가 다 지어진다. 또 꽤 강하다는 인물들조차 뭣도 아닌거에 당황해하고 놀라하는데..독자들은 거기에 공감이 하나도 안간다. 전시인데 전시 같지 않고 긴박감도 없다.

작화, 대사, 액션, 연출, 분위기, 개연성 등 모든 면에서 진짜 아마추어 중에 아마추어가 그린 것 같다.. 정말 과거와 같은 작가 맞나싶다.

유일한 희망이었던 가주위상마저 곤두박질치니까 정말 망했다는 느낌이 세게 든다.",1090,46,비판
"솔직히 필요없는 부분이 좀 많음
차라리 주연들 위주로 나가면서 스토리 빠르게 진핸하는 게 나을 거 같음
솔직히 로포비아 야전부대+야마, 차, 도원 등등Vs포비더 군이 나오는 장면은 그냥 스킵하고 주연들(밤 일행)과 합류해서 결과만 알려주면 좋을 거 같아요.
구스트앙VS엔키두 장면은 너무 확대를 해놔서 둘중 누가 공격인지 누가 수비인지도 헷갈리고 그냥 뭘 하는 지도 모르겠어요.",610,28,비판
"그렇게 호소하고 지적했는데도 바뀌질 않는다면, 진지하게 받아들일 생각이 없거나 혹은 그럴 능력이 없거나. 둘 중 하나.",551,23,비판
"수련후 탑을 오른다. 십이수팀과 쿤회복까지 동행하면서 포지션으로서 역할도 다시 상기시켜주고 카라카&자왕난으로 주인공과 갈라섬/하진성 구출이란 공통의 목표를 위해 다시만날것을 암시/ 등반하면서 승급하고 공방과 10가문의 필요한 랭커들과 부딪히며 성장해가고 10가문들의 현재 상태, 고대종족. 시동무기. 주인공일행의 전력, 등 독자들이 궁금했던 니즈를 어느정도 해소/ 또 탑을오를때마다 궁금했던 월하익송, 퍼그 슬레이어-10가문&자하드-대전쟁- 탑135층 도전순으로 스토리가 진행되는 와중 중간중간 랭커가되고, 유례없는 성장속도와 하진성 구출의 목표를 가진 주인공 영입을 위한 각 세력들 출동. 자하드공주들& 카라카 &자왕난과의 얽힘으로 홍등가뭐시기, 13무기비밀 대충끼워맞추고 으잉! 희대의 ㅅ년이라던 라헬의 엔딩, 비선별인원의 비밀에피소드 대충 풀어가도 이것보단 재밋겟구만

탑을 오른다는 초기 중요한설정을 삭제하고 돌려막기식으로 나아가니 재미가있나",457,13,비판
"지가 만들었던 떡밥들 회수하면서 가주들 족쳐도 2년동안 맛있게 풀겠고만

궁금하지도않고 멋대가리도 없는 사이드 캐릭터얘기만 3화 잡아먹고 그게 몇년째 반복되니까 결국 우렉이 나와도 가주끼리만나도 감동도 뭣도 없잖아

애초에 작가가 야마부유선 얘기 끝나고 뭔 개같은 공주얘기로 튈때부터 스토리 도피한단 느낌 팍팍들었는데 지금 이꼴인거야.

난 개인적으로 에반켈을 좋아함. 에반켈과 유한성이 파도얘기를 했을때 어떤얘기가 있을까 두근두근했고 이수네 패거리가 밤의 뒤를 막아줬을때 그래 도모다치니까 얘네가 뭔가 하겠구나 했어.

근데 지금 에반켈과 유한성은 어디가고 이수패거리는 어디갔으며 차와 도원은 보디가드 이상도 이하도 아니고 야마와 야스라차얘기는 지금 트로이메라이 상황에서 어떻게 껴넣어도 좋은소린 못하겠음.

진짜 솔직히 밤이 꿈꾼거라고하고 어시 다 짜르고 다시시작해도 난 불만없음.

암튼 자기가 엄한구멍 열심히 파놓은거니 24년엔 좀 메꾸길 바랍니다.",414,13,비판
