comment,likes,dislikes,
티아라도 저렇게 바로 죽는데 쿤이랑 라크는 어떻게 계속 살아있던거냐 이제부터라도 필요없는 애들 오늘처럼 빨리 죽여서 캐릭터 수좀 줄이자 게임 때문에 일부러 많이 만든 애들 보기 싫다.,3491,93,작품내용
뭔 말도안되는 가호지..했는데 엔키두였네ㅋㅋㅋ그럼 인정이지,2505,100,작품내용
그래 이게 가주지 가문 서열 3위여도 가주앞에선 저렇게 납작 기는게 맞다 이제야 좀 예전 신의탑같네,2217,47,칭찬
이번화는 엔키두의 위상을 살려서 굉장히 좋았음. 앞으로 이렇게 해주면 좋겠네요. 신의 탑의 재미는 분명한 먹이사슬에서오는 잔혹함이니까,1814,54,칭찬
이번화는 진짜 괜찮다 억지가 아니라 진짜 괜찮음,1264,61,칭찬
티아라 죽기엔 좀 아까운 캐릭인데.. 쿤은 오지게 부활시키는데 설마..,1195,51,작품내용
"다음주에 드디어 큰거온다.
현재까지 떡밥
1. 엔키두는 누군가를 죽였고 그로 인해 기억을 지움
2. 트로이메라이는 자신이 사랑하는 자들(가문인원들)에 배신당하는 운명을 가지고 있음
3. 구스트앙은 엔 자하드 이후 자식(나머지는 전부 글인 인공생명체)을 가진 적이 없어서 벨레리르의 출생은 의문
4. 엔키두가 지배한 숙주가 자아를 유지해서 엔키두에게 말을 걸은건 처음이 아님. 그럼 처음은 누구?",647,31,작품내용
"구스트앙이 지속적으로 무지함 속에서 싸울 수 밖에 없다고 하면서 기억을 찾으려는 이유

가주들이 자신의 기억을 봉인하는 이유를 추측하여 써본다.
결론적부터 말하면, 서로를 죽일 수 있는 악감정을 지우는 행위라고 생각함.

신의탑은 한명의 액시저를 만들기 위한 탑이였고,
자하드와 일행들은 결국에는 탑에 올라 액시져가 될 수 있는건 한명 뿐이라는 사실을 깨달음.
그래서 13명이 처음에는 다음 세대에게 탑을 오를 수 있게 한다는 명목하에 탑을 걸어잠금.
무슨 이유인지 모르겠지만 V는 이 상황을 헤쳐나갈 수 있을 것이라고 생각했고 아를렌도 함께 했지만,
10가주들은 서로를 죽여야 된다는 운명에 이를 거절하고 그때 당시에는 자하드 편을 들었음.
그래서 V와 아를렌 전투 이후에 본인들이 서로 싸울 수 있는 감정적인 요소들 봉인하는 형태로 평화를 유지
(트로이 메라이의 경우 사랑 ex. 태초에 자식들을 졸라 사랑함 하지만 현재는 그런 감정들을 다 지워서 자식들을 물건 다루듯이 사용 중)",571,21,작품내용
점점 옛날로 돌아가니 다행이다.. 이제야 심각성을 깨달았노,458,51,칭찬
댓글보니까 사람들 그림 너무 대충 넘기는거아니냐 저번에 엔키두가 고루로 몸에 들어가는장면 나왔는데 엔키두였구나! 이러고있네,418,24,논쟁
엔키두의 저 가호 밤한테는 안통할듯,371,18,작품내용
티아라 걱정되는사람은 나밖에없나?? 유리랑 투닥거리는거 보기좋았는데 ㅠ,355,29,작품내용
아니 티아라 마음에 드는 캐였는데 너무 아쉬워 ㅠㅠ??,346,29,작품내용
시우행님 요즘 폼미쳤네,293,39,칭찬
스물 여섯번째 밤,82,8,작품내용
