comment,likes,dislikes,
"나 방금 여자친구랑 헤어졌는데 띠링 소리에
여자친구 카톡인줄 알고 기뻐했는데 신의탑 올라왔단 소리에
결제하고 보는중",10435,412,칭찬
말 거는거 무색 십이월 아닐까? 현재 실종 상태의 십삼월 중 한 자루로 유라시아 엔 자하드가 사용했던 무기로서 십삼월을 원하는 마스체니에게 꼭 필요한 아이템,8398,110,작품내용
군단장하던 놈한테 사단장 맡기면 넘어오겠냐 라이볼릭아,7148,90,작품내용
오늘은 분량 작화 내용 삼박자 깔수있는게 없다,4643,384,칭찬
"요즘 보다가 생각드는게 언제부터 랭커가 선별인원들보다 못한지능을가진 머저리들이됐냐 초반 레로로는 정말 포스넘쳤는데...

아무리 하랭과 성장밤과의 격차의 벌어짐을 보인다하더래도
솔직히 탑을끝까지오른자. 랭커이면 좀 성숙한 무게감있는 대화를 보여야되는데 뭔가 대부분보면 잼민이틱함 심각할정도.
밸런스는 말할필요도없고 정말 3부보다가 2~1부보면 탄식만나온다",4059,495,작품내용
나만 저 매달려있는 병사 수상함?,2594,68,작품내용
라이볼릭이 하진성보다 센거면 하진성은 얼마나 거품이였던거냐;;,2391,282,작품내용
진짜 칼라반 너무 멋있다 확고한 신념때문에 자하드를 배신하진않을거같지만 그냥 너무 멋있다..,1430,81,작품내용
"밤이 성장한건 그럴수 있다 치는데 다른 동료들은
딱히 한게 없는데 갑자기 랭커랑 맞먹는다 라는게 개연성이 좀 아닌거 같음..;",1222,85,비판
"근데 와리가리좀 그만했으면 함
에반켈 전투,칼라반전투, 야마 전투, 밤 전투
지금 한 전장에서 싸움이 많은건 알겠는데
뭐만 하면 시점돌리니깐 그냥 집중도 확 떨구는 느낌임",1366,249,비판
"다좋은데, 칼라반, 에반켈, 야마, 밤 이렇게 나뉜 구도를 왔다갔다하면서 전개해버리면 보는사람입장에서는 너무 답답함. 이러고 갑자기 다음주에 또 야마 튀어나왔다가 중요순간에 끊기고 다시 에반켈, 다음에 다시 칼라반, 밤.. 어우 생각만해도 별로임. 동시에 4스토리를 풀어내려면 최대한 생략가능한건 빼면서 전개해야하는데 하천희 칼라반 스토리도 쓸데없이 길게 풀어내는거보면 앞으로도 이런 전개는 안바뀔거같음. 독자입장에서보면 너무 답답함",930,104,비판
이 웹툰에 문제점은 연재기간에 비해 전개가 너무 느린게 문제임 연재기간이 10년이 지났는데 그당시 웹툰보던 학생은 이제 성인이 되었고 20대 후반을 향해 달려가는 나이인데 이 웹툰은 전개가 느려도 너무 느림 독자들은 나이가 나이인만큼 보는 수준도 계속 높아가는데 2년 가까이 쉬고 1년 쉬었나 그후 1년째 연재중인데 도대체 얼마나 내용이 전개됐는지 10초안에 설명이 가능할정도 이정도면 말 다한거 아닌가 기억도 나지 않는데 지금 반은 올라갔음? 도대체 쟤네가 난 저 안으로 들어간거조차 이해가 안됨 주인공은 비선별인원에 대한걸 알만큼 알고 화이트까지 흡수하고 강해질만큼 강해졌는데 마스체니 한마디에 깨갱 하고 셔틀된게 말이 되나? 이 웹툰은 너무 꼬리에 꼬리를 물다가 몸까지 먹어버리게 된게 문제임 적당히 끌어야지 또 저 안에서 아이템 줍고 붉은 바리 파란바리 악마 뭔 잡다한가 다 넣어놓고 또 넣으려하네,909,113,비판
너무 난잡하게 벌려 놓은게 많아서 작품의 전체적인 몰입을 방해하는 느낌.. 정리가 필요 아니 시급함..,761,85,비판
혹시 다들 이해하시면서 보시는건가요...? 저는 어느순간부터 스크롤만 내리고있네요 ㅎㅎㅎ........,680,92,비판
"요리갔다 조리갔다... 여기찔끔 저기찔끔 보여주다가 이번엔 여기네? 무슨 티비화면전환하는것도아니고

밤라인, 에반켈라인, 카라카라인 등등 8개가량되는 라운드를 찔끔찔끔 이렇게해서 언제 다보여주실껀가요대체

집중하다가 화면바뀌면 집중도 다무너져요 진심
한군데보여줄땐 걍 집중해서 그한군데만 그려주시면안되는가요",618,105,비판
