comment,likes,dislikes,
쟤 홍등가의 왕자 그런건가,2308,30,작품내용
눈 보면 금빛이네 홍등가 왕자들 중에서 그래도 짬빠좀 되는거 같은데,1690,24,작품내용
댓글 상태 왜 이러냐 새로 등장한 인물은 전에 이화 인질로 잡아놓은 그 놈이 대장이라고 부르던 그 인물일 가능성도 높아보이고 어지러운 전장을 정리할만한 실력을 가진 인물 같은데 오늘 정도면 예전만큼은 아니더라도 최근 중에서는 나쁘지 않았다고 봄,1337,159,칭찬
"솔직히 전체 댓글 반응 보면 작화가 어쩌느니 진도가 어쩌느니 하는데, 스케일이 어마어마하게 커진건 맞는데, 오늘 화 낫배드 아닌가? 얼마전까지만 해도 한 화의 흐름이 안읽히고, 랭커랑 하이랭커의 위상은 날이갈수록 떨어지는듯한 느낌이었는데 오늘은 그 선이 잘 느껴지면서 비선별인원인 밤의 위상을 뒤마가 속으로 짚은 대사로 느낄 수 있으면서 홍등가의 왕자로 보이는 사람의 등장과 주술로 이루어진 갑주에 갇힌 밤이라는 떡밥까지, 나쁘지 않은데??",1048,148,칭찬
우렉이 이번에는 제대로 힘을 보여줄거 같은 느낌이 나는데.... 일단 저 자하드문양가진놈이 어느정도 힘을 지녔는지 그리고 무슨목적인지가 가장 중요한거 같음....,653,31,작품내용
밤이 주술을 다 깨버릴수 있는데 심장에 던져버리면 갑주 주술 깨지는거 아닌가,623,19,작품내용
아니 너 실수한거 같은데 심장에 왜 밤을 집어넣? 갑주 갖다 받치는거 같은데?,556,24,작품내용
시간여행하고 ㅈㄴ쌔져서 돌아온 자왕난,440,29,작품내용
"자하드 왕자들은 자하드의 치부라면서 다 죽이려고했고 카라카도 형제(왕자)들이 살아있는지 몰랐었음 그치만 자왕난이 형제라고 밝혀지고 추후 대장이란 애들이 왕자의 특징인 금빛머리,눈등 보면 왕자라는걸 알수있음. 왕자가 최소 자왕난,카라카 이외 더 있다는얘기. 그리고 카라카 자왕난,어느 대장처럼 반자하드파만 있는줄 알았는데 자하드를 따르는 대장도 있다는거. 얘는 자하드가 무슨 이유로 인정한건지 모르겠네. 무튼 살아남은 왕자들은 아마 퍼그, 자하드를 싫어하는 가주들이 몰래 빼내서 살려준듯함. 20층에서 자왕난이 통과할때 퍼그 하랭 감독관이 ""왕자""가 시험을 통과했다 라고함 아마 왕자들중 진짜 왕이될 운명인놈은 자왕난이 맞음. 후에 숨겨진층 과거를 비추는 천칭에서도 자왕난은 왕의 요람으로 들어감. 저기나온 대장놈은 반지나 뿔등 왕의 증표가 안보이는걸보니 자하드에게 충성을 맹세하고 왕의 증표들을 헌납한듯. 대사서가 어차피 모두가 죽을거라한게 저 대장이 난리칠듯 근데 우렉이 하지만 막았죠? 할듯",313,22,작품내용
"아... 근데 로포비아 포비더 전쟁 잘못된거같음 이름이 비슷해서 누가누구팀인지 너무 헷갈림..
로포비아는 다른가문이랑 전쟁햇어야햇다",309,24,작품내용
"근데 세계관속에 스마트폰은 왜 존재하냐?
포켓의 존재 이유가 뭔데?",278,23,작품내용
나에게 위협을 줄 수 있는 선별인원이 3명이나 모여있다니 ㅋㅋㅋ 미치겠다 진짜 ㅋㅋ,242,17,작품내용
184화에서 우렉이말한 제3자가 저놈이였네,221,10,작품내용
"홍등가의 왕자는 총4명 추측인데 다 자하드의 성격이나특징 한부분씩 담당하는 거로 유추.
저 헬창 자하드는 잔인함 쪽인듯",232,23,작품내용
"작화 돌아오는 것만으로도 충분히 좋은데...신의탑 잘 나갈때 보면 진도가 다 느렸음. 오히려 서두르면 작화고 설정이고 구멍이 많이 나서 이도저도 안되는거 같고, 이렇게만 가도 좋은게 별점보면 최근에 비해 많이 회복함",168,29,칭찬
