comment,likes,dislikes,
"게임 때문에 조금 스토리 전개가 꼬인게,
원래는 사부님 구출 목적으로 다 모인건데 정작 게임 하나 때문에 야마는 야스라차 복수로 목적이 바뀌고, 밤은 화이트 복수로 목적이 바뀌고, 칼라반은 군단장 자리 뺏어야 돼서 정신없고, 쿤은 게잡기 게임하고있음.. 정작 사부님이랑 마스체니 쪽에선 밤 언제오나 기다리고 있는데.. 여기서 제대로 사태해결하려고 하는건 에반켈 뿐이다..",11139,603,작품내용
내단언컨대 로포비아가주랑도 게임할듯,8159,187,작품내용
어떻게 이름이 왕왕이 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,7734,134,비판
이게 승탑시험이면 이해하는데 목숨을 건 전쟁에서 이러고 있으니 욕먹는거지ㅋㅋㅋ 무작정 답답하다고 비판하는줄 아네 무지성 쉴더들아 너네땜에 더 욕먹는것도 있어,4760,394,논쟁
"오늘의 하이라이트
""왜 눈앞이 새파래지는 거 같지?!""
""가끔 이런 것도 재미있는걸-?""
""이..이것이 '돈맛' 이란 건가?! (포인트입니다)""
""드디어 가상이지만 나도 부자 소릴 듣는구나!!""
""구독과 좋아요- 뒤통수치기 전에 눌러 주세요.""
""하악 하악!! 자본주의 최고다!! 사기쳐서 돈버는 거 최고다!!""
""자..자본주의의 위험한 눈빛이 되었어..!""
""왕왕.""
대사 수준 진짜 ㅋㅋㅋㅋ",3802,403,비판
중간에 야마 아버지랑 야스라챠랑 대화하는거 그냥 보여주시지....… 이러면 또 나중에 회상씬으로 나와서 분량 잡아먹을 것 같은데,3730,365,비판
게임설정 끼워넣은거만 아니였어도 댓글 별점 이꼴은 안났음ㅋㅋㅋㅋㅋ 대체 스토리전개상 게임으로 얻은게 뭐임? 스토리 루즈해지고 분량빼먹고 그게 전부인거같은데 ㅋㅋㅋ 신의탑 작화 전투신등등 문제점은 많지만 이거 전쟁중ㅇ인데 게임설정 하나만 안들어갔어도 이꼴은 안났음 ㄹㅇㅋㅋㅋㅋ,2470,303,비판
전쟁인데 대사 치는 거랑 이번 화 분위기가 어떤 지 앎? 하이랭커랑 선별인원 손 잡고 벚꽃놀이 소풍가는 느낌임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2194,133,비판
(포인트입니다)랑 중간중간 쓸데없는 개그씬은 대체 왜 넣는건가요? 지금 급박하면서 진지한 상황이어야 하는데 분위기만 흐리고 재미도 없어요ㅠㅜㅜ,1882,269,비판
이번화 스크롤만 내렸으면 개추 ㅋㅋ,1702,231,비판
이정도면 자하드도 펜타미넘한테 듸지기 직전에 게임하자해서 겨우 살아났을거같다,1354,55,작품내용
"솔직히 라헬 제로투추는게 더재밌을듯

걔는 앙칼진맛이라도있지",1644,382,비판
대사가 너무 유치해졌어요. SIU 작가님이 하신거 맞나요,1316,107,비판
"각자 의견다른 건 알겠는데, 단점을 알맞게 비판하는 사람들도 많습니다. 왜 전부 다 잼민이에 무지성 억까로 몰아가는 건지 모르겠네요. 애초에 무논리 쉴드충 님들이 할 말은 ""꼬우면 보지마라"" ""고작 200원 아깝다고 하네 잼민이들"" 정도밖에 안되지 않나요? 베댓님들이 지금 신의탑 단점 잘 정리해주신 것 같은데, 거기에 반박할 논리는 있고요? 잘 모르시나 본데 지금 (알맞게) 비판하는 사람들은 오래전부터 계속 봐온 사람들이에요. 그만큼 작품에 대한 애정이 커서 안타까운 마음에 저러는 거지. 솔직히 베댓 중에 선넘는 욕한 사람들은 안 보이는데? '비판'으로 작품에 대한 건의하는 사람들을 잼민이로 몰아서 '비난'하는 쉴드충 님들이 잘못된 것 같네요. 악플은 나쁘지만 그것 때문에 맞는 말하는 사람들까지 욕하지는 말아주세요. 마냥 징징대기만 하는 건 아니니까.",1279,133,논쟁
정상결전에서 데비백파이트하는꼴,881,25,작품내용
