comment,likes,dislikes,
스크롤 그냥 막내림,2974,123,비판
ㅋㅋ 숨만 쉬어도 쿤이 죽는데 추격당하고 잇네 ㅋㅋ 서열3위가 선별인원보다 속도 느린게 더웃기네,2112,44,비판
"아무도 안궁금한진실.
재미가 너무없다.
습관적으로 볼뿐",2150,85,비판
"하차한다 ㅋㅋ
선별인원이랑 가문3위 하이랭커가 술래잡기 하는건
진짜 보다보다 못참겠더라",1828,56,비판
포 비더 가문 3위가 랭커도 못된 놈 잡는다고 뛰어다닌다고?ㅋㅋㅋㅋㅋ 랭커가 동네 개 수준인가,1253,35,비판
ㅋㅋㅋㅋ 포비더 서열 3위가 쿤이랑 추노 찍는건 진짜 너무 충격적이긴 하네,1013,27,비판
진짜 1부 그리던 작가랑 같은 사람이냐? 웹툰이 주간연재라 설정오류가 잦을 수 밖에 없다는건 이해가 가는데 이정도 수준 차이면 2차창작 수준임;;,861,29,비판
랭커 설정은 팔아 먹었냐 이제? 선별인원이랑 랭커의 차이는 하늘과 땅차이라고 해놓고 일반 랭커도 아니고 하이랭커 그것도 10가문의 2위가 선별인원 2명 잡는데 애를 먹어?ㅋㅋㅋ밤이 랭커 이긴건 그렇다쳐 비선별인원이고 우렉마지노도 했으니까 근데 쿤하고 라크가 10가문 2인자를 묶어둔다고? 등대도 없이 그냥 창지기가? 등대 없으면 랭커 1초도 못묶어 두는게 맞지 않냐?,742,29,비판
진짜 뭔 비밀이라고 질질끄네 아니 누군데 그 죽은 사람이 누군데 ?? 그냥 10가주 다 나와서 편 나누고 싸우고 끝내라 어차피 자하드 밤 가시에 목 찔려 죽거나 아니면 자하드도 그냥 용서하고 다시 탑 오르고 끝내던가 둘중 하나자나 ㅋㅋ,496,26,비판
저 겁나 쎈 하이랭커가 선별인원을 잡으려고 뛰어가다니 와ㅋㅋㅋㅋㅋ 너무하다 진짜,481,18,비판
"신의탑 그림 및 스토리 작가 이미 떠난지 오랩니다..
비교만 해도 답 나오죠 맛집이었던 요리사 주방장이 이미 바뀐지 오래된듯 하네요 15년 이상 본 독자로서 참 안타깝다는 생각 뿐입니다.",356,27,비판
"권위있는자가 킹(엔도르시)
능력있고 발넓은자가 퀸(밤)
우직하고 강인한자가 룩(라크)
서포트를 잘하는 자에게 비숍(고루로)
상황판단이 빠른자에게 나이트(티아라)
평범한척 하는 자에게 폰(쿤)
이런식으로 추측되는데",358,51,작품내용
"밤 : 상어(퀸)
쿤 : 거북이(폰)
고루로 : 가오리(비숍)
라크 : 문어(룩)
? : 고래(킹)
티아라나 엔도르시가 킹 같은데 엔도르시가 킹이면 가주가 아니면 봉봉으로 어찌 시간은 벌수 있을듯",286,40,작품내용
이것도 헬퍼처럼 작가 바뀐거 맞죠? ip팔고 작품 넘긴거 같은데 그럼 질질 끌지나 말고 빨리 완결내던가ㅡㅡ 아 돈 벌라고 ip산거니까 질질 끌아야하구나,210,15,비판
