comment,likes,dislikes,
신의탑 역대 최고수위,13365,49,칭찬
개들이 나보다 낫네,7665,88,작품내용
"넨넨의 대화에서 태초인(차)에 대한 떡밥도 은근 슬쩍 나왔네요. 야마와 야스라챠 과거 이야기와 더불어서 신의탑 고대 역사에 대한 얘기도 슬슬 나오는 것 같고, 신의탑 세계관 떡밥들이 더 공개됐으면 좋겠네요",5284,59,작품내용
"신의 탑 스토리중 가장 야한 회차인거 같다...
그런걸 떠나서 과거이야기를 하는데도 분량이 많아서인지 지루하지 않고 캐릭터가 좀 더 입체적으로 느껴져서 재미있는거 같네요.",4581,80,작품내용
엄청난 떡밥 나온거 같은데... 역사 이전에 탑에는 기계와 식물 밖에 없었다라... 신의탑을 외부에서 보면 꽃을 받치는 그릇. 꽃대라고도 부르는데 뭔가 관련이 있나??,3949,62,작품내용
아 근데 작가님이 전부터 로맨스서사 잘 쓰시긴했음 '죽음도 두렵지않은 사랑'도 레전드였는데 ㄹㅇ..,2956,79,칭찬
"왕왕도 마지막에 가주한테 질려버려서 야스라차한테 자기 자식들만큼은 빼내달라고 한거같다.

차마 배신은 못하겠는데 자기자식마저 노예로 살지는 못하겠으니까
야스라차는 그냥 자식들 어떻게든 도망치게하려고 악역을 자처한거고..",2156,47,작품내용
"쿤이 했던 말 그대로 나오네요 ""전쟁은 민중을 희생 시켜서 더욱 크게 각인 시킨다 그래서 소모전이 중요하다"" 이게 현실이다",1861,46,작품내용
넨넨이 '거짓말쟁이'라고 말하는 부분 개인적으로 예전 신의탑 대사 느낌 나서 좋았음..,1416,15,칭찬
아 근데진짜 이름이어떻게 왕왕ㅋㅋㅋㅋㅋ 미치겠다,1422,58,작품내용
아무래도 작가님 액션이나 전투장면을 통핰 스토리전개보다는 이런 서정적인 스토리를 연출할때 더 몰입감이나 서사성을 잘 만들어내는거 같다.. 배댓 언급처럼 지옥열차 다니엘 스토리 생각이나네...,1081,20,칭찬
배드신의탑,981,23,작품내용
"왕왕은 나시티 입다가도 돌아서면 상의 탈의고
밥 줄 땐 나시티 입고 식탁에 앉으면 상의 탈의고
넨넨은 침대 위에 반팔티 입고 있다가도 이불 들추니 흰색탑에 한꺼풀 더 벗겼나 검정탑이 또 있네요.

많이 생략 된 건지, 수정하다 더 못 한건지, 여러명이 하다 실수 한건지.

이번화처럼 자세히 집중하는 캐릭터 서정사는 신경써 주십쇼",859,42,비판
베댓들 뭔가 기계가쓴것같음ㅋㅋㅋㅋㅋ,882,133,논쟁
"야마 사이드에 관심이 많은 사람으로써
여러가지 떡밥에 대한 회수도 나온것 같음
저 고대종과 야스라차의 조합으로 인해서 야스라챠가
현혹이라는 부림술을 사용할수 있었고
야마역시 현혹 당했지만 전신의태로 인해 부림술을
빠져나왔었음 당시에 야스라챠가 자격이 있다는건가라는 독백이
있었는데 그게 왕왕의 누구에게도 지배받지 않는 새로운 종으로써의
자격이라는 의미인 것 같음
그리고 베이로드 형제전쟁 당시에 첫 야마의 전신의태 대사가
이제 완전히 새로운 견족이 된다고 했는데
이 사실이 시사하는 바가 엄청 크다고 생각함
비선별인원의 임팩트까진 아니겠지만 신의탑 세계관에서
전혀 새로운 능력이라는 의미도 될수 있고
이 떡밥이 앞으로 왕왕의 재능을 강하게 이어받은 야마가
각성하며 군단장 하나에 현혹당하던 슬레이어라고
바반팓던 야마가 진정한 슬레이어로써 행보를 보여줄것이라고
생각함 물론 이 과정속에 밤에게 받은 도움이 크기 때문에
밤의 아주 큰 조력자 역할까지 수행하게 될듯",542,27,작품내용
