comment,likes,dislikes,
드디어 이름나왔네 로포비아가주,8675,82,작품내용
오늘 화보면 로포비아가도 무조건 자하드 쪽이라긴 보단 뭔가 속셈이 있는거 같음 비선별인원인 밤에 대한 권한을 넘겨받고 포비더가문이랑 전쟁도 하려하고 하진성을 인질로 밤을 이용해 먹으려는거 보면,5931,101,작품내용
"가주가 개입하는 순간 구스트앙이 맞대응 안하면 저기 전장 초토화 되는데 분 단위도 안 걸릴겁니다 구스트앙이 죽음의 층 영혼 전원 흡수한 화이트 보고 한 말이 ""예쁜 벌레, 가엾은 벌레"" 우렉은 자기 손가락 하나가 1퍼라고 했는데 그 1퍼를 방어에 초특화된 하이랭커 카라카도 주술로 간신히 버텼죠 저기 전장에 있는 하랭들이 아무리 날고 기어도 가주 앞에서는 벌레들이죠. 로 포 비아 가주는 듣기로는 사람도 부린다던데 장난감들이라고 할 수 있겠네요",5519,176,작품내용
"밤을 확보한다는게 자하드 대신 밤을 죽이겠다는 의미가 아니라 밤을 자기가 부리겠다는 의미일듯.
아를렌이 자살도 못한걸 보면 불사의 계약을 한 자들끼리는 못죽일 가능성이 높음.
밤을 가진다는건 다른 가주 + 자하드를 통째로 견제할 수 있는거.
밤은 우렉마냥 강하지도 않으니 강해지기 전에 확실히 통제하려고 하는듯",3579,75,작품내용
"아리에 가문 - 아리에 혼
쿤 가문 - 쿤 에드안
하 가문 - 하 유린
포 비더 가문 - 포 비더 구스트앙
연 가문 - 연 한아
아리 가문 - 아리 한
헨도 가문 - 헨도 록 블러드매더
투 페리 가문 - 투 페리 트페리
유라시아 가문 - 유라시아 블로섬
로 포 비아 가문 - 로 포 비아 트로이메라이

10가주 나열이 완성되었습니다!!",3194,54,작품내용
오늘 괜찮은데 별점왜이래,2367,214,칭찬
"로포비아 가주 실루엣 입 튀어나온거 아님.
누가 자꾸 입 튀어나왔다고 하는데 폰 밝기 최대로 하고 보면 저거 마스크 내지는 옷깃임.
가주가 붕어입처럼 생겼을리가 없잖아",1755,59,작품내용
포브스선정 : '네이버웹툰' 신의탑 독자들의 감정기복이 심한웹툰1위로 선정되어 화제,1543,79,논쟁
니들은 왜이렇게 일관성이없냐ㅋㅋㅋㅋ 한주한주 여론반전 ㅈㄴ흥미로워서 결제를멈출수가없다,1066,93,논쟁
근데 뭔가 에반켈 졸라 쌘건 맞는데 개압살로 그냥 패버리는 포스가 별로없네 속시원하게 다 죽여줬음 좋겠는데,934,29,작품내용
가주가 앉아있는 의자 근처에 DNA모양의 구조물들이 있네. 혹시 각 지파의 동물들이 저 DNA와 관련이 있는건 아닐까? 자신의 초직계들이 각 동물의 유전자 일부를 받게 했다든지... 유전공학자 로 포 비아...,706,29,작품내용
뭐 이번에피소드 최종장으로 구스트앙이랑 트로이메라이랑 고스톱한판벌일듯,635,37,작품내용
"여기서 의문을 가져야 하는건
자하드 군이 퍼그의 하진성을 하진성님이라고 했다는것.
왜 일부로 에반켈을 다른쪽에 떨어트렸는지.
(결승점에 도달한 자는 원하는 목적지에 떨구게 되있다고 했음)
로포비아가 애초에 먼저 등장한게 아닌 지파장 후보와 지파장이 먼저 등장해 무언가를 막으려는 척 하는것처럼 보임.
결국엔 로포비아는 지파장들은 어짜피 못막을 말로 느끼는거지.
애초에 그러면 노리는게 따로있다는게 분명.
오히려 로포비아가 밤에게 뭔가를 지시하고 싶거나 한듯.",583,28,작품내용
처음 등장할땐 거창하게 나온 에반켈도 여기선 송사리.. 이미 에반켈이 신처럼 전장을 휩쓸던 무대 수준이 옛날에 사라졌지.. ㅡ.ㅡ,572,26,작품내용
뭐야. 엄마 아빠 개그는???,416,123,비판
