comment,likes,dislikes,
이건 밤 10분만에 각성 시켜 준 화이트가 존나 일타강사 아니냐,22029,106,작품내용
엔류는 붉은 비.. 밤은 검은 비..??,14003,111,작품내용
와 화이트가 밀리는걸 보다니 ㅋㅋㅋㅋ 진짜 비선별인원답다 미쳤다 ㅋㅋ,13967,168,작품내용
"오늘의 포인트
엔류처럼 신수의 비를 내리는 밤
아센시오의 등장",10034,98,작품내용
아센시오 반갑네ㅋㅋㅋㅋㅋ 멋있는 사내로 자랐구나,8214,82,작품내용
"“엔류의 등장과 함께 주변의 신수가 붉게 변했다”

이번화는 밤의 신수로 인하여 주변의 신수가 변했네요
신수의 능력이 강할수록 주변의 신수를 변화시킬 수 있는데
밤의 신수제어술이 이미 최상위 하이랭커 그 이상이라는 부분이 확실하게 이번화를 통해서 증명됐네요.
화이트 역시 인정하기도 했고..

그리고 아센시오의 등장!
아센시오는 “숨겨진 층”에서 마스체니를 따르는 인물로 나왔습니다. 그런 아센시오가 쿤을 도왔다는 건 마스체니 또한 표현이 거칠어서 그렇지 결국 밤 쪽에 힘을 실어줄 인물이라고 생각해도 되겠네요.
아센시오의 등장은 좀 놀랐지만 점점 밤 측 세력도 커지는게 느껴지네요.

화이트도 결국 밤을 인정하고 다른 슬레이어들 처럼 밤의 행보를 지지해주지 않을까 싶습니다..!",5689,107,작품내용
"ㅇㄴㅋㅋㅋ
잘보면 붉은바리도 구석에 쪼그려 앉아있음 ㅋㅋㅋㅋ
헬조랑 같이 탑 지배한다고 나불대던 놈 맞냐고 ㅋㅋㅋ 주인공 클래스에 눌려버리네",3990,57,작품내용
저 비는 엔류 상징하는 거 아니냐?,2659,58,작품내용
"그 자존심 강한 슬레이어 화이트가 전성기 힘을 되찾았는데 밤을 자기보다 강하다고 칭하는건 ㄹㅇ..
지금 상황에서 밤을 후보라고 부르는게 과연 맞을까? 퍼그의 힘의 상징이 자기보다 강하다고 칭한 밤을?
밤은 ㄹㅇ 전설이다..",2476,71,작품내용
아센시오ㅋㅋ 마스체니한테 누님누님 거리던 꼬맹이 맞니?ㅋㅋㅋ,2136,47,작품내용
이번에도 밤이 다 뚜드려 패니까 별점 회복되는데 이쯤되면 잼민이들이 먹었다고 봐도 무방하지 않나...,1904,43,작품내용
"펜타미넘 - 혁명, 엔류 - 변화, 자하드 - 안정, 우렉 마지노 - 자유

25번째 밤 - 멸망?

밤은 탑에 멸망을 가져오는 괴물인 건가.. 라헬이 아를렌 그레이스가 밤 보고 괴물이라고 불렀다는 떡밥도 나왔었으니..",1816,74,작품내용
"붉은 비 엔류에 이어
검은 비 밤이 되는건가!?",1535,48,작품내용
지금 밤이 전력을 보여준게 당연히 아니지...이제 자기 힘 살짝 알고 간보는 수준인데...이미 지금 자체만으로도 슬레이어고 경험이 쌓일수록 그냥 뭐..신이지,942,44,작품내용
콰콰콰깡 파파퍼팟 우르릉 콰콰콰쾅,530,58,비판
