comment,likes,dislikes,
야스라챠 입장에서는 베이로드 3형제가 그냥 귀여운 조카들이었네..ㅋㅋㅋ,18249,60,작품내용
과거 이야기 재밋긴하네;;,15307,111,칭찬
왜 욕하냐 난 이런게 더 재밌는제,8630,152,칭찬
"내가 매주 신의탑보면서 느끼는점.
이만화의독자들은 감정기복이 심한사람들이다

오늘하루 조금뭔가 나쁘다싶으면 매주 다르게행동하는 내성적인사람들

단순한 쇼미더럭키짱이나 외지주와는 다른부류
이분들은 정치에 깊게빠지면안될듯",8396,362,논쟁
"고대종, 자하드, 가주, 10가문 최상위 랭커 등장 등 중요한 장면임엔 틀림없고 둥지편 마무리하려면 어떻게든 로포비아네 비밀이나 싸움은 필수인것 같은데 고것도 못 참고 밤밤거리네..",5985,87,작품내용
"지난화까지도 봉인되어 있는거 엔자하드라고 독자들이 말도 안되는 소리 했었는데 이번화로 작가가 확실히 알려줬네요. 봉인되어 있는 것은 고대종들임.
왜 밤한테 로포비아한테 복수하자라고 하나 궁금했는데 친자하드인 로포비아쪽이 고대종들 사냥에 나섰었네.. 단순 과거 이야기가 아니다.
구스트앙이 말한 탑의 분열이 이번 둥지전투로 인해 더욱 전장이 넓어지게 될듯",3261,67,작품내용
"고대종 아크리낙은 현재봉인됐고
슬레어를 숙주로 삼는다.
밤을 보낸 이유가 풀렸다! 13월이 아닌
밤을 숙주로 밤 파워업이 목적임.",3123,66,작품내용
"ㄹㅇ 이번화
분량 재미 떡밥회수 완벽했다",2289,61,칭찬
떡밥 푸는 화를 될수있으면 한꺼번에 하고싶어서 용량 개많이 넣고 그러는데 뭐가 맘에 안드는걸까? 나는 신의탑 작가님같은 분처럼 노력하시는 작가는 그닥 잘 못보겠는데 말이지...,1767,85,논쟁
재밌는데 왜들 난리냐,1734,80,칭찬
"진짜 예전 신의탑 보는느낌이고 오늘 분량 왠만한웹툰 4,5회분량 아닌가... 솔직히 오랜팬으로써 한동안 좀 실망스럽긴했지만 이번화 스토리 그림체 분량 모든게 완벽했다고 생각됨 이거 욕할거면 그냥 보지마라 차라리",1682,38,칭찬
라크 개떡상 각이네. 예전에 쿤 에드안이 한 말도 그렇고 자하드가 저렇게 시찰까지 할 정도로 고대종의 본래 힘이 어마어마 했던 거구나,1618,40,작품내용
와우 분량 장난아니고 재밌네,1462,42,칭찬
믿습니다 고맙습니다 잘봤습니다,1368,43,칭찬
오늘거 재밌는데...흠,1109,48,칭찬
