comment,likes,dislikes,
전투 뭔지 모르겠으면 개추 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5631,56,비판
이번화 전투씬 진짜 심각하다,4114,59,비판
저는 이제 하차합니다. 베뎃좀,2545,158,비판
"세줄요약

1. 뿌우
2. 뿌우우우우?!
3. 뿌우우우우우!!",2309,44,비판
"ㅋㅋ 혹시 본인들 모니터 세로로 세워서 그림 그리고 모바일 버전은 신경도 확인도 안 하는 건가...? 대부분 독자가 모바일인데? 시우 작가님이 이런 사람은 아닌데..

당장 예전에 나온 에반켈 불코끼리 전투씬이랑 비교해 봐라.
시우님은 저랬던 사람인데, 장기 휴재하고 와서 이런 기본적인 것도 안 지키고 저런다고? 쿠키 꾸준히 구워온 독자로서 드는 생각은 다른 사람 대타 세우고 있다는 거다. 심지어 이런 의구심이 드는 사람은 나만 있는 게 아니다.",1888,46,비판
지파장 둘을 압도하는 공격의 여파를 선별인원인 쿤의 등대로 어케 막는거냐 ㅋㅋ,1339,33,작품내용
오늘부터 하차해야할 것 같네요. 다음주는 나았으면 하면서 버텼는데 한 주에 200원조차도 너무 아깝습니다. 언젠가는 꼭 원상태로 모든게 되돌아 갔으면 싶네요,1024,55,비판
게임 던지듯 웹툰 던지네 ㅋㅋㅋㅋㅋㅋ,830,26,비판
코끼리 이름이 피그미였다가 점보로 바뀌고..,781,24,비판
"연재할수록 폼떨어지는 작가는 얘밖에 없을듯.
대체 어디까지 나락으로 갈지 궁금하다.

작품전개는 역대급으로 느리고
전투씬은 뭐가뭔지 하나도 못알아볼정도로 심각함.
기억나는게 쿠콰콰쾅 말곤 없음.

설정도 줫같음.
가주들은 지들말고는 남들에겐
관심도 없고 미물, 벌레라고 하면서
맘에 안들면 다죽여 놓고
선별인원들이 씨부리는거
하나하나 경청함.

그리고 언제부터인가
하이랭커들 공격 선별인원들이
너무 가볍게 막음
시우야 니가 생각해도 이상하지 않냐?

그리고 뭐만하면 게임만 반복하는데
작품 제목이 신의게임이냐?
나중엔 자하드랑 쎄쎄쎄 할라고?
진짜 재미 존나없고 제대로 끝난적도 없음.
맨날 3자가 개입하거나
다른이유로 와장창나서 흐지부지 끝남

그리고 10년만에 나오는 퍼그수장은
부하들한테 씹히는 개그캐로 만들고
우렉은 그냥 주먹바보로 만듬.

세계관 최강자들의 위엄은 좃도 없음
예전 공방전 리플레조가 더 간지난다
그리고 되도않는
말장난이나 mz밈좀 쓰지마라.
하나도 재미없어",677,20,비판
소문대로 신의탑 망했구나 하 오늘은 좀 심했다 하차해야지,659,29,비판
하차합니다 정말재미없네요 .... 난잡하고 조잡한 액션 의미없는 양산형 등장인물들 누가누구인자도 모르겠고 내용도 이해도안가네요 예전 월요일 신의탑보려 기대하던 마음이 전혀들지않습니다,551,24,비판
"예전에 욕하는 댓글들은
악성까들이 많았던거라..
욕하는 사람은 많을 지언정
순위는 항상 최상위 탑을 유지했어요.
재밌으니까요.

근데 지금은 악성까만 아니라
진짜 팬들이던 분들의 반응도 많은 겁니다..
오래 전부터 신의 탑 보셨던 분들은
아실 거에요.

웹툰이 꼭 순위가 전부가 아니고,
순위와 상관 없이 명작들이 많지만
신의 탑 인기순위가 이정도로 떨어진 적이 있던가요..

개인적으로는 우리가 알던 세계관의 신비로움도
개성 넘치던 캐릭터들 모두 어디로 갔는지
모르겠어서 슬픕니다.",515,31,비판
"뒤마 팔은 언제 왜잘림?
진짜 모르겠어서..",492,24,비판
진짜ㅋㅋㅋ 웹툰보다가화나긴첨이네,295,19,비판
