comment,likes,dislikes,
그냥 이대로 밤 죽이고 자하드랑 마지노랑 싸우는걸로 끝내자 모르는척 해줄게,18073,1052,작품내용
"밤 업적)
- 댕댕 살린다하고 못구함
- 자기가 꼬셔서 참전한 사람들 떼몰살
- 스승님을 구하기 위해 눈앞의 죽음을 대면하겠다 하고 친하지도 않았던 프린스랩터 때문에 잊어버림
- 냉철하게 조언해주는 누나 말 무시하고 굳이 급발진해서 화이트랑 싸움
- 싸워놓고 쳐발림
- 라헬 안죽임
이정도면 추격자 슈퍼아줌마급 빌런아니냐?",16402,504,작품내용
"화이트야 그래 밤좀죽여라 이웹툰 가망없는것같음

사실 엔류정체도 카디스 에트라마 디 라이제르 인걸로하자",11311,1067,비판
"노블레스는 핵엔딩이었지?
신의탑은 용해액엔딩 가자~!",6332,532,비판
선별인원 파트 나오고 정색했으면 개추,5438,423,작품내용
이대로 밤 영혼먹고 화이트로 주인공 바꾸는것도 나쁘지않을것같다.,4546,268,작품내용
"나는 귀닫고 눈감고 그냥 연재만하면 된다는생각에 사로잡힌 작가들의 말로를 너무많이봐왔다

항상 그런작가들에겐 맨날 쉴드를쳐주는 독자가있었고
그외의 독자의 댓글이나 의견은 무시되어왔지

항상 도태되어가는게 팩트인데도

나같으면 6주이상 비판적인의견이 지배적이라면
눈감고 귀막는것보단 의견을 피드백해서 어떻게 작품성을 높일지 생각하겠습니다만

사실상 손목망가진이후로 그림체 안좋다는건 작가가 바보가아닌이상 알테고 원성이 이만큼이나 불어난거같으면
휴재를하고 그림체부터 바꾸는게 맞지않나

더이상 제가 애정하던 작품이 망가지는걸 보는게 힘드네요",4962,736,비판
"결국 저번주부터 오늘까지 진행된건
밤 : 메테오샤워
화이트 : 응, 새 칼
밤 : 기절
엑스트라 : 목 댕겅
밤 : 움찔...",3470,182,비판
"아니 궁금한게 있는데
칼라반 팔도 거의 자를뻔 했는데
좀 더 쌔진 밤이 초월기썻는데 조금아팠다 그러네 ;;;
딜은 더 쌔개들어가야하는거아님???",3324,287,작품내용
스토리가 점점 산만해진다. 여러개를 한번에 진행할려니.,2603,173,비판
다음화 예상 밤 죽은 거 아니고 또 자신의 안에 있는 애들이랑 얘기하다가 각성하고 다시 화이트하고 싸운다,2415,108,작품내용
"전체적인 댓글 분위기가 예전보다 공격적인건 맞지만 그렇다고 그게 다 막 틀린말을 하는게 아니라서 그냥 뭔가 안타깝다...
일부 비판 및 피드백 수용해서 다시 평점 회복했으면 좋겠음",2037,79,비판
바로 죽일거면 노랭이 왜 등장시켰음..,2127,180,작품내용
"아니 몇번얘길합니까 이딴거 보여주실바에야

라헬 제로투나 보여달라니깐요

차라리 그게더재밌을것같으니까",2278,469,비판
분명 더 진행이 된 것 같긴 한데 1도 안나간것같은 이 신기한 느낌은 뭘까..,1852,122,비판
