comment,likes,dislikes,
"월요일의 전설 흰수염같은 신의탑이 진심 4등이 말이되나... 노블레스도 결말시점엔 4등이었는데

뭔가 오마쥬같은느낌이 강하게드네 슬프다",5918,419,비판
"나는 다른건 다 견딜수있는데 개그와 대사수준이 정말 하자가있는것같아서 아쉽습니다

솔직히 신의탑 중반부 정주행해보셨나요 작가님
대사레벨이 언빌리버블입니다 그에 비해 지금은뭐 안습할지경이죠 독자들의 태반이 이리말하고있습니다
조금만 신경써주세요",5075,417,비판
"신의탑=개콘

1. 일요일 마지막을 장식함
2. 사람들이 오랜시간 재밌다고 좋아함
3. 시간이 지남에 따라 본연의 재미가 사라지기 시작함
4. 빠는 사람들이 하나둘씩 사라짐
5. 결국 방종ㅋ",3739,465,비판
대포 합성 진짜 한숨나오네.......3부에서 작가 교체 당함???,2913,138,비판
하진성도못뚫은 단단함은 수증기로 뚫는거규나..,2335,93,작품내용
"일단 지금에서 대충 알아보는 실종된 과거 인기주요캐릭들

하유리 자하드
라헬
에반 에드록
엔도르시 자하드
아낙 자하드
자 왕난
강 호량
여미생, 고생
파라큘

이수나 하츠같은애들은 있는데 얘네들 다실종됨ㅋㅋㅋ
계획은 다짜두신거죠?

뭐 요새들어 거미녀등등 새로운캐릭터들 등장많이시키시던데
얘네들은 어디로갔길래 활용할생각도 안하시는건가요",2121,178,비판
라헬어디갔어요ㅜㅜ 옛날 라헬같으면 이 긴박한전쟁속에도 어떠한 발암을 일으켜서 우리독자들 가슴을 둑흔둑흔하게 해줬을텐데,1689,100,작품내용
"진짜 전개속도 개느림ㅋㅋㅋ
이번화 진행된게 도대체 뭐임
하나도 없잖아 칼라반 라이볼릭이 싸우고
게이트 맞추기 직전까지 가다가 끝

싸움이 재미있으면 몰라 싸움도 노잼이고
칼라반은 쳐맞기만 하고 라이볼릭은 지혼자 말하고 공격만 하고 도대체 뭐 공방이 주고받긴 하는지 뭔지 하나도 모르겠다",1448,156,비판
"신의탑 문제점
1. 퇴화하는 작화
2. 잼민이가 쓴듯한 대사
3. 전쟁중인데 자꾸 재밌지도 않은 드립으로 분위기망침
4. 작화에 전혀 동화되지도않고 성의도 없는 3D 떡칠
5. 무지성으로 격려만하는 대깨신
6. 오늘 바주카포처럼 ㅈㄴ뜬금없이 항상 난감할 상황을 파훼할수있는 아이템 나옴
7. 이상한 아이템나와서 '공방에서 특수제작한~' '하이랭커도 힘든~' 붙이고 얼버무림
8. 옆집 개보다 못한 랭커들
9. 랭커들도 실시간으로 죽는 전쟁터에서 설치는 평범한 선별인원들 (밤 말고 다른애들)
10. 기존에 있던 인물들도 활용못하고 어느순간 사라지는데 이상한 캐릭터만 계속 추가함
11. 그래도 쿠키끊으니까 빡치지는 않다. 아직도 쿠키굽는사람들있으면 빨리 탈출하세요. 탈쿠키는 지능순",1363,113,비판
"1부 대사
화련: 이런짓을 해서까지 니가 별을 보고싶어하는 이유가 뭐지?
라헬: 밤이.. 무서우니까요

중의적 표현을 깔끔하게 녹여냄

3부 대사: 밤:자하드씨! 야마씨!
카라카: 비올레 가만히좀 있어라!
도원: 지우는(델리트)거야
쿤: 구독과 좋아요~

하아... 정말 뭐라 할 말이 없다...",1189,39,비판
레파브브가 레팝파우스트 꺼내서 들 때 그냥 대충 사진 붙여넣기 한거같네 손 위치는 제대로 만든 것 같은데 무기는 공중에 둥둥 떠있음,1044,52,비판
오늘화를 보고 4등에서 더 떨어질수도 있겠구나라는 생각이 들었다...,942,53,비판
"노블은 막바지에 망가졌지만 신의탑은 지금 전체 스토리 절반은 왔나? 진짜 어쩌려고 이러십니까 작가님.....
1년동안 쉬시면서 웹툰이 더 퇴화한거 같아요...",899,54,비판
진짜 레파브브가 레팝파우스트 든 컷에 손봐보셈ㅌㅋㅋㅋ 복붙 레전드네.. 네이버웹툰 관리자가 뭐라안하나?,638,38,비판
전기로 넘쳐나는 수증기로 전기를 분해시킨다는거는 무슨 문과도 안할 저1능아같은 소리냐,491,29,비판
